Year	Date_Lab	Date_Sample	Sample_ID	Salamander_ID	Pond	Diet_Taxa	Count	Biomass	Notes
2022	8/5/22	7/11/22	03	982091066165252	8	Beetle	2	Y	One small black + one dytiscus (head only)
2022	8/5/22	7/11/22	03	982091066165252	8	Chironomidae	1	Y	
2022	8/5/22	7/11/22	02	982000167212133	8	Fairy_Shrimp	10	Y	"Definitely some other taxa in this sample, but only fragments (wings Ð large adult beetle?)"
2022	8/5/22	7/11/22	02	982000167212133	8	Ant	1	Y	
2022	8/5/22	7/11/22	02	982000167212133	8	Copepod_Daphnia	4	Y	
2022	8/5/22	7/11/22	22	982091066167264	15	Fairy_Shrimp	34	Y	
2022	8/5/22	7/11/22	22	982091066167264	15	Hydroporinae	6	Y	
2022	8/5/22	7/11/22	22	982091066167264	15	Mosquito	4	Y	
2022	8/5/22	7/11/22	22	982091066167264	15	Chironomidae	1	Y	
2022	8/5/22	7/11/22	22	982091066167264	15	Copepod	8	Y	
2022	8/5/22	7/11/22	06	982091066167420	8	Fairy_Shrimp	9	Y	
2022	8/5/22	7/11/22	06	982091066167420	8	Daphnia	5	Y	
2022	8/5/22	7/11/22	21	982000365434890	8	Fairy_Shrimp	33	Y	
2022	8/5/22	7/11/22	21	982000365434890	8	Boatman	1	Y	
2022	8/5/22	7/11/22	21	982000365434890	8	Copepod_Daphnia	19	Y	
2022	8/5/22	7/11/22	05	982000167212734	8	Fairy_Shrimp	29	Y	
2022	8/5/22	7/11/22	05	982000167212734	8	Boatman	2	Y	1 head only
2022	8/5/22	7/11/22	05	982000167212734	8	Copepod_Daphnia	18	Y	
2022	8/5/22	7/11/22	14	982000365435045	8	Pine_Needle	2	N	"Definitely some other taxa in this sample, but only fragments (doesn't include Unknown_01)"
2022	8/5/22	7/11/22	14	982000365435045	8	Fairy_Shrimp	19	Y	
2022	8/5/22	7/11/22	14	982000365435045	8	Copepod_Daphnia	17	Y	
2022	8/5/22	7/11/22	14	982000365435045	8	Unknown_01	1	Y	
2022	8/5/22	7/11/22	10	982000167193199	8	Fairy_Shrimp	4	Y	
2022	8/5/22	7/11/22	10	982000167193199	8	Copepod_Daphnia	11	Y	
