Date,Time,Pond,Pond_Section,Number_FS,Picture,FS_ID,Length_cm,Biomass_mg,Notes
6/29/21,11:10,51,North,Count,Y,317,0.666,,
6/29/21,11:10,51,North,Count,Y,318,0.591,,
6/29/21,11:10,51,North,Count,Y,319,0.579,,
6/29/21,11:10,51,North,Count,Y,320,0.512,,
6/29/21,11:10,51,North,Count,Y,321,0.683,,
6/29/21,11:10,51,North,Count,Y,322,0.658,,
6/29/21,11:10,51,North,Count,Y,323,0.678,,
6/29/21,11:10,51,North,Count,Y,324,0.651,,
6/29/21,11:10,51,North,Count,Y,325,0.664,,
6/29/21,11:10,51,North,Count,Y,326,0.664,,
6/29/21,11:10,51,North,Count,Y,327,0.592,,
6/29/21,11:10,51,North,Count,Y,328,0.515,,
6/29/21,11:10,51,North,Count,Y,329,0.656,,
6/29/21,11:10,51,North,Count,Y,330,0.495,,
6/29/21,11:10,51,North,Count,Y,331,0.529,,
6/29/21,11:10,51,North,Count,Y,332,0.614,,
6/29/21,11:10,51,North,Count,Y,333,0.591,,
6/29/21,11:10,51,North,Count,Y,334,0.518,,
6/29/21,11:10,51,North,Count,Y,335,0.638,,
6/29/21,11:10,51,North,Count,Y,336,0.630,,
6/29/21,11:10,51,North,Count,Y,337,0.630,,
6/29/21,11:10,51,North,Count,Y,338,0.610,,
6/29/21,11:10,51,North,Count,Y,339,0.602,,
6/29/21,11:10,51,North,Count,Y,340,0.574,,
6/29/21,11:10,51,North,Count,Y,341,0.661,,
6/29/21,11:10,51,North,Count,Y,342,0.593,,
6/29/21,11:10,51,North,Count,Y,343,0.464,,
6/29/21,11:10,51,North,Count,Y,344,0.639,,
6/29/21,11:10,51,North,Count,Y,345,0.697,,
6/29/21,11:10,51,North,Count,Y,346,0.407,,
6/29/21,11:10,51,North,Count,Y,347,0.497,,
6/29/21,11:10,51,North,Count,Y,348,0.509,,
6/29/21,11:10,51,North,Count,Y,349,0.631,,
6/29/21,11:10,51,North,Count,Y,350,0.533,,
6/29/21,11:10,51,North,Count,Y,351,0.547,,
6/29/21,11:10,51,North,Count,Y,352,0.559,,
6/29/21,11:10,51,North,Count,Y,353,0.545,,
6/29/21,11:10,51,North,Count,Y,354,0.642,,
6/29/21,11:10,51,North,Count,Y,355,0.642,,
6/29/21,11:10,51,North,Count,Y,356,0.664,,
6/29/21,11:10,51,North,Count,Y,357,0.529,,
6/29/21,11:10,51,North,Count,Y,358,0.455,,
6/29/21,11:10,51,North,Count,Y,359,0.466,,
6/29/21,11:10,51,North,Count,Y,360,0.571,,
6/29/21,11:10,51,North,Count,Y,361,0.532,,
6/29/21,11:10,51,North,Count,Y,362,0.564,,
6/29/21,11:10,51,North,Count,Y,363,0.567,,
6/29/21,11:10,51,North,Count,Y,364,0.535,,
6/29/21,11:10,51,North,Count,Y,365,0.547,,
6/29/21,11:10,51,North,Count,Y,366,0.469,,
6/29/21,11:10,51,North,Count,Y,367,0.662,,
6/29/21,11:10,51,North,Count,Y,368,0.505,,
6/29/21,11:10,51,North,Count,Y,369,0.553,,
6/29/21,11:10,51,North,Count,Y,370,0.564,,
6/29/21,11:10,51,North,Count,Y,371,0.619,,
6/29/21,11:10,51,North,Count,Y,372,0.612,,
6/29/21,11:10,51,North,Count,Y,373,0.710,,
6/29/21,11:10,51,North,Count,Y,374,0.554,,
6/29/21,11:10,51,North,Count,Y,375,0.515,,
6/29/21,11:10,51,North,Count,Y,376,0.615,,
6/29/21,11:10,51,North,Count,Y,377,0.778,,
6/29/21,11:10,51,North,Count,Y,378,0.675,,
6/29/21,11:10,51,North,Count,Y,379,0.639,,
6/29/21,11:10,51,North,Count,Y,380,0.660,,
6/29/21,11:10,51,North,Count,Y,381,0.521,,
6/29/21,11:10,51,North,Count,Y,382,0.495,,
6/29/21,11:10,51,North,Count,Y,383,0.495,,
6/29/21,11:10,51,North,Count,Y,384,0.459,,
6/29/21,11:10,51,North,Count,Y,385,0.668,,
6/29/21,11:10,51,North,Count,Y,386,0.588,,
6/29/21,11:10,51,North,Count,Y,387,0.715,,
6/29/21,11:10,51,North,Count,Y,388,0.626,,
6/29/21,11:10,51,North,Count,Y,389,0.514,,
6/29/21,11:10,51,North,Count,Y,390,0.643,,
6/29/21,11:10,51,North,Count,Y,391,0.584,,
6/29/21,11:10,51,North,Count,Y,392,0.629,,
6/29/21,11:10,51,North,Count,Y,393,0.723,,
6/29/21,11:10,51,North,Count,Y,394,0.564,,
6/29/21,11:10,51,North,Count,Y,395,0.514,,
6/29/21,11:10,51,North,Count,Y,396,0.526,,
6/29/21,11:10,51,West,Count,Y (15),1,0.708,,ZP Net a few inches out of the water during last few meters of net throw 
6/29/21,11:10,51,West,Count,Y (15),2,0.712,,
6/29/21,11:10,51,West,Count,Y (15),3,0.773,,
6/29/21,11:10,51,West,Count,Y (15),4,0.531,,
6/29/21,11:10,51,West,Count,Y (15),5,0.575,,
6/29/21,11:10,51,West,Count,Y (15),6,0.816,,
6/29/21,11:10,51,West,Count,Y (15),7,0.748,,
6/29/21,11:10,51,West,Count,Y (15),8,0.628,,
6/29/21,11:10,51,West,Count,Y (15),9,0.706,,
6/29/21,11:10,51,West,Count,Y (15),10,0.737,,
6/29/21,11:10,51,West,Count,Y (15),11,0.667,,
6/29/21,11:10,51,West,Count,Y (15),12,0.780,,
6/29/21,11:10,51,West,Count,Y (15),13,0.704,,
6/29/21,11:10,51,West,Count,Y (15),14,0.563,,
6/29/21,11:10,51,West,Count,Y (15),15,0.703,,
6/29/21,11:10,51,West,Count,Y (15),16,0.573,,
6/29/21,11:10,51,West,Count,Y (15),17,0.619,,
6/29/21,11:10,51,West,Count,Y (15),18,0.599,,
6/29/21,11:10,51,West,Count,Y (15),19,0.658,,
6/29/21,11:10,51,West,Count,Y (15),20,0.520,,
6/29/21,11:10,51,West,Count,Y (15),21,0.617,,
6/29/21,11:10,51,West,Count,Y (15),22,0.699,,
6/29/21,11:10,51,West,Count,Y (15),23,0.716,,
6/29/21,11:10,51,West,Count,Y (15),24,0.641,,
6/29/21,11:10,51,West,Count,Y (15),25,0.674,,
6/29/21,11:10,51,West,Count,Y (15),26,0.670,,
6/29/21,11:10,51,West,Count,Y (15),27,0.611,,
6/29/21,11:10,51,West,Count,Y (15),28,0.567,,
6/29/21,11:10,51,West,Count,Y (15),29,0.660,,
6/29/21,11:10,51,West,Count,Y (15),30,0.809,,
6/29/21,11:10,51,West,Count,Y (15),31,0.653,,
6/29/21,11:10,51,West,Count,Y (15),32,0.655,,
6/29/21,11:10,51,West,Count,Y (15),33,0.623,,
6/29/21,11:10,51,West,Count,Y (15),34,0.597,,
6/29/21,11:10,51,West,Count,Y (15),35,0.703,,
6/29/21,11:10,51,West,Count,Y (15),36,0.666,,
6/29/21,11:10,51,West,Count,Y (15),37,0.670,,
6/29/21,11:10,51,West,Count,Y (15),38,0.569,,
6/29/21,11:10,51,West,Count,Y (15),39,0.584,,
6/29/21,11:10,51,West,Count,Y (15),40,0.619,,
6/29/21,11:10,51,West,Count,Y (15),41,0.748,,
6/29/21,11:10,51,West,Count,Y (15),42,0.678,,
6/29/21,11:10,51,West,Count,Y (15),43,0.743,,
6/29/21,11:10,51,West,Count,Y (15),44,0.569,,
6/29/21,11:10,51,West,Count,Y (15),45,0.677,,
6/29/21,11:10,51,West,Count,Y (15),46,0.557,,
6/29/21,11:10,51,West,Count,Y (15),47,0.650,,
6/29/21,11:10,51,West,Count,Y (15),48,0.697,,
6/29/21,11:10,51,West,Count,Y (15),49,0.680,,
6/29/21,11:10,51,West,Count,Y (15),50,0.831,,
6/29/21,11:10,51,West,Count,Y (15),51,0.563,,
6/29/21,11:10,51,West,Count,Y (15),52,0.666,,
6/29/21,11:10,51,West,Count,Y (15),53,0.629,,
6/29/21,11:10,51,West,Count,Y (15),54,0.628,,
6/29/21,11:10,51,West,Count,Y (15),55,0.746,,
6/29/21,11:10,51,West,Count,Y (15),56,0.809,,
6/29/21,11:10,51,West,Count,Y (15),57,0.795,,
6/29/21,11:10,51,West,Count,Y (15),58,0.729,,
6/29/21,11:10,51,West,Count,Y (15),59,0.640,,
6/29/21,11:10,51,West,Count,Y (15),60,0.635,,
6/29/21,11:10,51,West,Count,Y (15),61,0.679,,
6/29/21,11:10,51,West,Count,Y (15),62,0.600,,
6/29/21,11:10,51,West,Count,Y (15),63,0.646,,
6/29/21,11:10,51,West,Count,Y (15),64,0.630,,
6/29/21,11:10,51,West,Count,Y (15),65,0.714,,
6/29/21,11:10,51,West,Count,Y (15),66,0.683,,
6/29/21,11:10,51,West,Count,Y (15),67,0.691,,
6/29/21,11:10,51,West,Count,Y (15),68,0.669,,
6/29/21,11:10,51,West,Count,Y (15),69,0.719,,
6/29/21,11:10,51,West,Count,Y (15),70,0.775,,
6/29/21,11:10,51,West,Count,Y (15),71,0.645,,
6/29/21,11:10,51,West,Count,Y (15),72,0.618,,
6/29/21,11:10,51,West,Count,Y (15),73,0.797,,
6/29/21,11:10,51,West,Count,Y (15),74,0.741,,
6/29/21,11:10,51,West,Count,Y (15),75,0.601,,
6/29/21,11:10,51,West,Count,Y (15),76,0.716,,
6/29/21,11:10,51,West,Count,Y (15),77,0.598,,
6/29/21,11:10,51,West,Count,Y (15),78,0.685,,
6/29/21,11:10,51,West,Count,Y (15),79,0.746,,
6/29/21,11:10,51,West,Count,Y (15),80,0.698,,
6/29/21,11:10,51,West,Count,Y (15),81,0.708,,
6/29/21,11:10,51,West,Count,Y (15),82,0.649,,
6/29/21,11:10,51,West,Count,Y (15),83,0.622,,
6/29/21,11:10,51,West,Count,Y (15),84,0.670,,
6/29/21,11:10,51,West,Count,Y (15),85,0.630,,
6/29/21,11:10,51,West,Count,Y (15),86,0.716,,
6/29/21,11:10,51,West,Count,Y (15),87,0.596,,
6/29/21,11:10,51,West,Count,Y (15),88,0.675,,
6/29/21,11:10,51,West,Count,Y (15),89,0.708,,
6/29/21,11:10,51,West,Count,Y (15),90,0.638,,
6/29/21,11:10,51,West,Count,Y (15),91,0.655,,
6/29/21,11:10,51,West,Count,Y (15),92,0.759,,
6/29/21,11:10,51,West,Count,Y (15),93,0.625,,
6/29/21,11:10,51,West,Count,Y (15),94,0.651,,
6/29/21,11:10,51,West,Count,Y (15),95,0.626,,
6/29/21,11:10,51,West,Count,Y (15),96,0.655,,
6/29/21,11:10,51,West,Count,Y (15),97,0.488,,
6/29/21,11:10,51,West,Count,Y (15),98,0.696,,
6/29/21,11:10,51,West,Count,Y (15),99,0.595,,
6/29/21,11:10,51,West,Count,Y (15),100,0.722,,
6/29/21,11:10,51,West,Count,Y (15),101,0.715,,
6/29/21,11:10,51,West,Count,Y (15),102,0.702,,
6/29/21,11:10,51,West,Count,Y (15),103,0.784,,
6/29/21,11:10,51,West,Count,Y (15),104,0.657,,
6/29/21,11:10,51,West,Count,Y (15),105,0.652,,
6/29/21,11:10,51,West,Count,Y (15),106,0.633,,
6/29/21,11:10,51,West,Count,Y (15),107,0.597,,
6/29/21,11:10,51,West,Count,Y (15),108,0.551,,
6/29/21,11:10,51,West,Count,Y (15),109,0.621,,
6/29/21,11:10,51,West,Count,Y (15),110,0.629,,
6/29/21,11:10,51,West,Count,Y (15),111,0.667,,
6/29/21,11:10,51,West,Count,Y (15),112,0.564,,
6/29/21,11:10,51,West,Count,Y (15),113,0.763,,
6/29/21,11:10,51,West,Count,Y (15),114,0.652,,
6/29/21,11:10,51,West,Count,Y (15),115,0.706,,
6/29/21,11:10,51,West,Count,Y (15),116,0.604,,
6/29/21,11:10,51,West,Count,Y (15),117,0.594,,
6/29/21,11:10,51,West,Count,Y (15),118,0.568,,
6/29/21,11:10,51,West,Count,Y (15),119,0.690,,
6/29/21,11:10,51,West,Count,Y (15),120,0.727,,
6/29/21,11:10,51,West,Count,Y (15),121,0.525,,
6/29/21,11:10,51,West,Count,Y (15),122,0.614,,
6/29/21,11:10,51,West,Count,Y (15),123,0.638,,
6/29/21,11:10,51,West,Count,Y (15),124,0.668,,
6/29/21,11:10,51,West,Count,Y (15),125,0.665,,
6/29/21,11:10,51,West,Count,Y (15),126,0.692,,
6/29/21,11:10,51,West,Count,Y (15),127,0.732,,
6/29/21,11:10,51,West,Count,Y (15),128,0.614,,
6/29/21,11:10,51,West,Count,Y (15),129,0.627,,
6/29/21,11:10,51,West,Count,Y (15),130,0.622,,
6/29/21,11:10,51,West,Count,Y (15),131,0.685,,
6/29/21,11:10,51,West,Count,Y (15),132,0.755,,
6/29/21,11:10,51,West,Count,Y (15),133,0.659,,
6/29/21,11:10,51,West,Count,Y (15),134,0.735,,
6/29/21,11:10,51,West,Count,Y (15),135,0.534,,
6/29/21,11:10,51,West,Count,Y (15),136,0.674,,
6/29/21,11:10,51,West,Count,Y (15),137,0.445,,
6/29/21,11:10,51,West,Count,Y (15),138,0.627,,
6/29/21,11:10,51,West,Count,Y (15),139,0.753,,
6/29/21,11:10,51,West,Count,Y (15),140,0.693,,
6/29/21,11:10,51,West,Count,Y (15),141,0.681,,
6/29/21,11:10,51,West,Count,Y (15),142,0.621,,
6/29/21,11:10,51,West,Count,Y (15),143,0.664,,
6/29/21,11:10,51,West,Count,Y (15),144,0.555,,
6/29/21,11:10,51,West,Count,Y (15),145,0.621,,
6/29/21,11:10,51,West,Count,Y (15),146,0.657,,
6/29/21,11:10,51,West,Count,Y (15),147,0.644,,
6/29/21,11:10,51,West,Count,Y (15),148,0.684,,
6/29/21,11:10,51,West,Count,Y (15),149,0.677,,
6/29/21,11:10,51,West,Count,Y (15),150,0.778,,
6/29/21,11:10,51,West,Count,Y (15),151,0.438,,
6/29/21,11:10,51,West,Count,Y (15),152,0.679,,
6/29/21,11:10,51,West,Count,Y (15),153,0.725,,
6/29/21,11:10,51,West,Count,Y (15),154,0.656,,
6/29/21,11:10,51,West,Count,Y (15),155,0.705,,
6/29/21,11:10,51,West,Count,Y (15),156,0.679,,
6/29/21,11:10,51,West,Count,Y (15),157,0.674,,
6/29/21,11:10,51,West,Count,Y (15),158,0.649,,
6/29/21,11:10,51,West,Count,Y (15),159,0.510,,
6/29/21,11:10,51,West,Count,Y (15),160,0.705,,
6/29/21,11:10,51,West,Count,Y (15),161,0.657,,
6/29/21,11:10,51,West,Count,Y (15),162,0.616,,
6/29/21,11:10,51,West,Count,Y (15),163,0.661,,
6/29/21,11:10,51,West,Count,Y (15),164,0.625,,
6/29/21,11:10,51,West,Count,Y (15),165,0.615,,
6/29/21,11:10,51,West,Count,Y (15),166,0.770,,
6/29/21,11:10,51,West,Count,Y (15),167,0.743,,
6/29/21,11:10,51,West,Count,Y (15),168,0.701,,
6/29/21,11:10,51,West,Count,Y (15),169,0.674,,
6/29/21,11:10,51,West,Count,Y (15),170,0.571,,
6/29/21,11:10,51,West,Count,Y (15),171,0.651,,
6/29/21,11:10,51,West,Count,Y (15),172,0.759,,
6/29/21,11:10,51,West,Count,Y (15),173,0.703,,
6/29/21,11:10,51,West,Count,Y (15),174,0.616,,
6/29/21,11:10,51,West,Count,Y (15),175,0.542,,
6/29/21,11:10,51,West,Count,Y (15),176,0.581,,
6/29/21,11:10,51,West,Count,Y (15),177,0.606,,
6/29/21,11:10,51,West,Count,Y (15),178,0.686,,
6/29/21,11:10,51,West,Count,Y (15),179,0.649,,
6/29/21,11:10,51,West,Count,Y (15),180,0.703,,
6/29/21,11:10,51,West,Count,Y (15),181,0.669,,
6/29/21,11:10,51,West,Count,Y (15),182,0.615,,
6/29/21,11:10,51,West,Count,Y (15),183,0.604,,
6/29/21,11:10,51,West,Count,Y (15),184,0.669,,
6/29/21,11:10,51,West,Count,Y (15),185,0.578,,
6/29/21,11:10,51,West,Count,Y (15),186,0.635,,
6/29/21,11:10,51,West,Count,Y (15),187,0.605,,
6/29/21,11:10,51,West,Count,Y (15),188,0.583,,
6/29/21,11:10,51,West,Count,Y (15),189,0.558,,
6/29/21,11:10,51,West,Count,Y (15),190,0.688,,
6/29/21,11:10,51,West,Count,Y (15),191,0.656,,
6/29/21,11:10,51,West,Count,Y (15),192,0.708,,
6/29/21,11:10,51,West,Count,Y (15),193,0.615,,
6/29/21,11:10,51,West,Count,Y (15),194,0.593,,
6/29/21,11:10,51,West,Count,Y (15),195,0.660,,
6/29/21,11:10,51,West,Count,Y (15),196,0.603,,
6/29/21,11:10,51,West,Count,Y (15),197,0.672,,
6/29/21,11:10,51,West,Count,Y (15),198,0.640,,
6/29/21,11:10,51,West,Count,Y (15),199,0.638,,
6/29/21,11:10,51,West,Count,Y (15),200,0.637,,
6/29/21,11:10,51,West,Count,Y (15),201,0.685,,
6/29/21,11:10,51,West,Count,Y (15),202,0.671,,
6/29/21,11:10,51,West,Count,Y (15),203,0.646,,
6/29/21,11:10,51,West,Count,Y (15),204,0.653,,
6/29/21,11:10,51,West,Count,Y (15),205,0.653,,
6/29/21,11:10,51,West,Count,Y (15),206,0.691,,
6/29/21,11:10,51,West,Count,Y (15),207,0.629,,
6/29/21,11:10,51,West,Count,Y (15),208,0.692,,
6/29/21,11:10,51,West,Count,Y (15),209,0.695,,
6/29/21,11:10,51,West,Count,Y (15),210,0.627,,
6/29/21,11:10,51,West,Count,Y (15),211,0.612,,
6/29/21,11:10,51,West,Count,Y (15),212,0.659,,
6/29/21,11:10,51,West,Count,Y (15),213,0.726,,
6/29/21,11:10,51,West,Count,Y (15),214,0.725,,
6/29/21,11:10,51,West,Count,Y (15),215,0.714,,
6/29/21,11:10,51,West,Count,Y (15),216,0.680,,
6/29/21,11:10,51,West,Count,Y (15),217,0.658,,
6/29/21,11:10,51,West,Count,Y (15),218,0.578,,
6/29/21,11:10,51,West,Count,Y (15),219,0.521,,
6/29/21,11:10,51,West,Count,Y (15),220,0.517,,
6/29/21,11:10,51,West,Count,Y (15),221,0.587,,
6/29/21,11:10,51,West,Count,Y (15),222,0.533,,
6/29/21,11:10,51,West,Count,Y (15),223,0.513,,
6/29/21,11:10,51,West,Count,Y (15),224,0.666,,
6/29/21,11:10,51,West,Count,Y (15),225,0.682,,
6/29/21,11:10,51,West,Count,Y (15),226,0.632,,
6/29/21,11:10,51,West,Count,Y (15),227,0.715,,
6/29/21,11:10,51,West,Count,Y (15),228,0.713,,
6/29/21,11:10,51,West,Count,Y (15),229,0.680,,
6/29/21,11:10,51,West,Count,Y (15),230,0.615,,
6/29/21,11:10,51,West,Count,Y (15),231,0.618,,
6/29/21,11:10,51,West,Count,Y (15),232,0.614,,
6/29/21,11:10,51,West,Count,Y (15),233,0.401,,
6/29/21,11:10,51,West,Count,Y (15),234,0.629,,
6/29/21,11:10,51,West,Count,Y (15),235,0.618,,
6/29/21,11:10,51,West,Count,Y (15),236,0.633,,
6/29/21,11:10,51,West,Count,Y (15),237,0.559,,
6/29/21,11:10,51,West,Count,Y (15),238,0.691,,
6/29/21,11:10,51,West,Count,Y (15),239,0.770,,
6/29/21,11:10,51,West,Count,Y (15),240,0.656,,
6/29/21,11:10,51,West,Count,Y (15),241,0.765,,
6/29/21,11:10,51,West,Count,Y (15),242,0.703,,
6/29/21,11:10,51,West,Count,Y (15),243,0.670,,
6/29/21,11:10,51,West,Count,Y (15),244,0.720,,
6/29/21,11:10,51,West,Count,Y (15),245,0.692,,
6/29/21,11:10,51,West,Count,Y (15),246,0.436,,
6/29/21,11:10,51,West,Count,Y (15),247,0.688,,
6/29/21,11:10,51,West,Count,Y (15),248,0.681,,
6/29/21,11:10,51,West,Count,Y (15),249,0.666,,
6/29/21,11:10,51,West,Count,Y (15),250,0.671,,
6/29/21,11:10,51,West,Count,Y (15),251,0.671,,
6/29/21,11:10,51,West,Count,Y (15),252,0.747,,
6/29/21,11:10,51,West,Count,Y (15),253,0.728,,
6/29/21,11:10,51,West,Count,Y (15),254,0.679,,
6/29/21,11:10,51,West,Count,Y (15),255,0.715,,
6/29/21,11:10,51,West,Count,Y (15),256,0.726,,
6/29/21,11:10,51,West,Count,Y (15),257,0.681,,
6/29/21,11:10,51,West,Count,Y (15),258,0.673,,
6/29/21,11:10,51,West,Count,Y (15),259,0.676,,
6/29/21,11:10,51,West,Count,Y (15),260,0.663,,
6/29/21,11:10,51,West,Count,Y (15),261,0.636,,
6/29/21,11:10,51,West,Count,Y (15),262,0.730,,
6/29/21,11:10,51,West,Count,Y (15),263,0.618,,
6/29/21,11:10,51,West,Count,Y (15),264,0.442,,
6/29/21,11:10,51,West,Count,Y (15),265,0.842,,
6/29/21,11:10,51,West,Count,Y (15),266,0.692,,
6/29/21,11:10,51,West,Count,Y (15),267,0.729,,
6/29/21,11:10,51,West,Count,Y (15),268,0.814,,
6/29/21,11:10,51,West,Count,Y (15),269,0.543,,
6/29/21,11:10,51,West,Count,Y (15),270,0.643,,
6/29/21,11:10,51,West,Count,Y (15),271,0.473,,
6/29/21,11:10,51,West,Count,Y (15),272,0.555,,
6/29/21,11:10,51,West,Count,Y (15),273,0.745,,
6/29/21,11:10,51,West,Count,Y (15),274,0.681,,
6/29/21,11:10,51,West,Count,Y (15),275,0.475,,
6/29/21,11:10,51,West,Count,Y (15),276,0.732,,
6/29/21,11:10,51,West,Count,Y (15),277,0.639,,
6/29/21,11:10,51,West,Count,Y (15),278,0.661,,
6/29/21,11:10,51,West,Count,Y (15),279,0.671,,
6/29/21,11:10,51,West,Count,Y (15),280,0.575,,
6/29/21,11:10,51,West,Count,Y (15),281,0.688,,
6/29/21,11:10,51,West,Count,Y (15),282,0.625,,
6/29/21,11:10,51,West,Count,Y (15),283,0.556,,
6/29/21,11:10,51,West,Count,Y (15),284,0.615,,
6/29/21,11:10,51,West,Count,Y (15),285,0.740,,
6/29/21,11:10,51,West,Count,Y (15),286,0.646,,
6/29/21,11:10,51,West,Count,Y (15),287,0.540,,
6/29/21,11:10,51,West,Count,Y (15),288,0.681,,
6/29/21,11:10,51,West,Count,Y (15),289,0.732,,
6/29/21,11:10,51,West,Count,Y (15),290,0.644,,
6/29/21,11:10,51,West,Count,Y (15),291,0.638,,
6/29/21,11:10,51,West,Count,Y (15),292,0.718,,
6/29/21,11:10,51,West,Count,Y (15),293,0.717,,
6/29/21,11:10,51,West,Count,Y (15),294,0.653,,
6/29/21,11:10,51,West,Count,Y (15),295,0.633,,
6/29/21,11:10,51,West,Count,Y (15),296,0.769,,
6/29/21,11:10,51,West,Count,Y (15),297,0.763,,
6/29/21,11:10,51,West,Count,Y (15),298,0.679,,
6/29/21,11:10,51,West,Count,Y (15),299,0.709,,
6/29/21,11:10,51,West,Count,Y (15),300,0.712,,
6/29/21,11:10,51,West,Count,Y (15),301,0.602,,
6/29/21,11:10,51,West,Count,Y (15),302,0.564,,
6/29/21,11:10,51,West,Count,Y (15),303,0.572,,
6/29/21,11:10,51,West,Count,Y (15),304,0.648,,
6/29/21,11:10,51,West,Count,Y (15),305,0.692,,
6/29/21,11:10,51,West,Count,Y (15),306,0.525,,
6/29/21,11:10,51,West,Count,Y (15),307,0.723,,
6/29/21,11:10,51,West,Count,Y (15),308,0.569,,
6/29/21,11:10,51,West,Count,Y (15),309,0.622,,
6/29/21,11:10,51,West,Count,Y (15),310,0.601,,
6/29/21,11:10,51,West,Count,Y (15),311,0.711,,
6/29/21,11:10,51,West,Count,Y (15),312,0.645,,
6/29/21,11:10,51,West,Count,Y (15),313,0.700,,
6/29/21,11:10,51,West,Count,Y (15),314,0.768,,
6/29/21,11:10,51,West,Count,Y (15),315,0.743,,
6/29/21,11:10,51,West,Count,Y (15),316,0.816,,
6/29/21,11:10,51,West,Count,Y (15),317,0.794,,
6/29/21,11:10,51,West,Count,Y (15),318,0.640,,
6/29/21,11:10,51,West,Count,Y (15),319,0.595,,
6/29/21,11:10,51,West,Count,Y (15),320,0.595,,
6/29/21,11:10,51,West,Count,Y (15),321,0.596,,
6/29/21,11:10,51,West,Count,Y (15),322,0.587,,
6/29/21,11:10,51,West,Count,Y (15),323,0.730,,
6/29/21,11:10,51,West,Count,Y (15),324,0.637,,
6/29/21,11:10,51,West,Count,Y (15),325,0.730,,
6/29/21,11:10,51,West,Count,Y (15),326,0.711,,
6/29/21,11:10,51,West,Count,Y (15),327,0.650,,
6/29/21,11:10,51,West,Count,Y (15),328,0.728,,
6/29/21,11:10,51,West,Count,Y (15),329,0.558,,
6/29/21,11:10,51,West,Count,Y (15),330,0.601,,
6/29/21,11:10,51,West,Count,Y (15),331,0.475,,
6/29/21,11:10,51,West,Count,Y (15),332,0.660,,
6/29/21,11:10,51,West,Count,Y (15),333,0.745,,
6/29/21,11:10,51,West,Count,Y (15),334,0.538,,
6/29/21,11:10,51,West,Count,Y (15),335,0.710,,
6/29/21,11:10,51,West,Count,Y (15),336,0.651,,
6/29/21,11:10,51,West,Count,Y (15),337,0.692,,
6/29/21,11:10,51,West,Count,Y (15),338,0.680,,
6/29/21,11:10,51,West,Count,Y (15),339,0.457,,
6/29/21,11:10,51,West,Count,Y (15),340,0.682,,
6/29/21,11:10,51,West,Count,Y (15),341,0.597,,
6/29/21,11:10,51,West,Count,Y (15),342,0.707,,
6/29/21,11:10,51,West,Count,Y (15),343,0.666,,
6/29/21,11:10,51,West,Count,Y (15),344,0.677,,
6/29/21,11:10,51,West,Count,Y (15),345,0.709,,
6/29/21,11:10,51,West,Count,Y (15),346,0.470,,
6/29/21,11:10,51,West,Count,Y (15),347,0.689,,
6/29/21,11:10,51,West,Count,Y (15),348,0.667,,
6/29/21,11:10,51,West,Count,Y (15),349,0.641,,
6/29/21,11:10,51,West,Count,Y (15),350,0.575,,
6/29/21,11:10,51,West,Count,Y (15),351,0.745,,
6/29/21,11:10,51,West,Count,Y (15),352,0.711,,
6/29/21,11:10,51,West,Count,Y (15),353,0.690,,
6/29/21,11:10,51,West,Count,Y (15),354,0.689,,
6/29/21,11:10,51,West,Count,Y (15),355,0.581,,
6/29/21,11:10,51,West,Count,Y (15),356,0.621,,
6/29/21,11:10,51,West,Count,Y (15),357,0.638,,
6/29/21,11:10,51,West,Count,Y (15),358,0.551,,
6/29/21,11:10,51,West,Count,Y (15),359,0.683,,
6/29/21,11:10,51,West,Count,Y (15),360,0.763,,
6/29/21,11:10,51,West,Count,Y (15),361,0.851,,
6/29/21,11:10,51,West,Count,Y (15),362,0.797,,
6/29/21,11:10,51,West,Count,Y (15),363,0.432,,
6/29/21,11:10,51,West,Count,Y (15),364,0.614,,
6/29/21,11:10,51,West,Count,Y (15),365,0.687,,
6/29/21,11:10,51,West,Count,Y (15),366,0.558,,
6/29/21,11:10,51,West,Count,Y (15),367,0.694,,
6/29/21,11:10,51,West,Count,Y (15),368,0.609,,
6/29/21,11:10,51,West,Count,Y (15),369,0.654,,
6/29/21,11:10,51,West,Count,Y (15),370,0.758,,
6/29/21,11:10,51,West,Count,Y (15),371,0.627,,
6/29/21,11:10,51,West,Count,Y (15),372,0.552,,
6/29/21,11:10,51,West,Count,Y (15),373,0.665,,
6/29/21,11:10,51,West,Count,Y (15),374,0.604,,
6/29/21,11:10,51,West,Count,Y (15),375,0.573,,
6/29/21,11:10,51,West,Count,Y (15),376,0.589,,
6/29/21,11:10,51,West,Count,Y (15),377,0.623,,
6/29/21,11:10,51,West,Count,Y (15),378,0.807,,
6/29/21,11:10,51,West,Count,Y (15),379,0.633,,
6/29/21,11:10,51,West,Count,Y (15),380,0.639,,
6/29/21,11:10,51,West,Count,Y (15),381,0.630,,
6/29/21,11:10,51,West,Count,Y (15),382,0.658,,
6/29/21,11:10,51,West,Count,Y (15),383,0.553,,
6/29/21,11:10,51,West,Count,Y (15),384,0.688,,
6/29/21,11:10,51,West,Count,Y (15),385,0.670,,
6/29/21,11:10,51,West,Count,Y (15),386,0.637,,
6/29/21,11:10,51,West,Count,Y (15),387,0.562,,
6/29/21,11:10,51,West,Count,Y (15),388,0.661,,
6/29/21,11:10,51,West,Count,Y (15),389,0.644,,
