Date,Time,Pond,Hydroperiod,Pond_Section,Sampling_Device,Opening_Area,Sample_Length,Net_Depth,Sample_Volume,Number_FS,Picture,Picture_File_Names,Salamanders_Present,Notes,
7/13/21,10:16,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,6,Y,071321_10_East_01.JPG,Y,,
7/13/21,10:45,11,Semi-permanent,South,D Net,0.048,2,0.17,0.096,2,Y,071321_11_South_01.JPG,Y,,
7/13/21,10:45,11,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,12,Y,071321_11_East_01.JPG,Y,Pottle,
7/13/21,10:45,11,Semi-permanent,North(3),ZP Net ,0.058,8,Entire,0.464,2,Y,071321_11_North(3)_01.JPG,Y,,
7/13/21,10:45,11,Semi-permanent,North(2),D Net,0.059,1,0.22,0.059,6,Y,071321_11_North(2)_01.JPG,Y,Pottle,
7/13/21,10:45,11,Semi-permanent,North,D Net,0.065,2,Entire,0.130,Count,Y,071321_11_North_01.JPG,Y,,
7/13/21,11:28,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/13/21,11:28,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,12,Y,071321_8_West(2)_01.JPG,Y,,
7/13/21,11:28,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,11,Y,071321_8_West_01.JPG,Y,,
7/13/21,11:28,8,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,1,Y,071321_8_South_01.JPG,Y,,
7/13/21,11:28,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,2,Y,071321_8_East(3)_01.JPG,Y,,
7/13/21,11:28,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,5,Y,071321_8_East(2)_01.JPG,Y,,
7/13/21,11:28,8,Semi-permanent,East,ZP Net ,0.058,7,Entire,0.406,13,Y,071321_8_East_01.JPG,Y,,
7/13/21,11:28,8,Semi-permanent,North,D Net,0.037,2,0.13,0.074,1,Y,071321_8_North_01.JPG,Y,,
7/13/21,12:30,15,Temporary,West,D Net,0.05,1.5,0.18,0.075,Count,Y (2),"071321_15_West_01.JPG, 071321_15_West_02.JPG",Y,~70 fairy shrimp taken for Georgie's experiment ,
7/13/21,12:30,15,Temporary,North,ZP Net ,0.058,4,Variable,0.203,Count,Y,071321_15_North_01.JPG,Y,Net half out of water for last meter of tow,
7/13/21,12:30,15,Temporary,South,ZP Net ,0.058,4,Variable,0.174,Count,Y,071321_15_South_01.JPG,Y,Net half out of water for last 2 meters of tow,
7/13/21,12:30,15,Temporary,East,ZP Net ,0.058,4,Variable,0.203,Count,Y,071321_15_East_01.JPG,Y,Net half out of water for last meter of tow,
7/13/21,13:23,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,1,Y,071321_6_West_01.JPG,Y,,
7/13/21,13:23,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,1,Y,071321_6_South_01.JPG,Y,,
7/13/21,13:23,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/13/21,13:23,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,1,Y,071321_6_East_01.JPG,Y,,
7/13/21,NR,13,Temporary,North,D Net,0.02,2,0.07,0.040,0,N,NA,Y,"Pond close to drying, water is low and very warm. Get Hobo water temp data downloaded before the end of the season!",
7/13/21,NR,13,Temporary,East,D Net,0.02,2,0.07,0.040,0,N,NA,Y,"Did not get any FS during two sweeps, but visually confirmed that there are still FS in pond in very low densities. Also confirmed that at least one meta is still in pond (2 gut flushed yesterday with lots of FS in stomach). High meta predation of FS since last sampled pond?? Abiotic stress??",
7/14/21,10:10,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,4,Y,071421_55_North_01.JPG,N,Rainy last night and today,
7/14/21,10:10,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,1,Y,071421_55_East_01.JPG,N,,
7/14/21,10:10,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,3,Y,071421_55_South_01.JPG,N,,
7/14/21,10:10,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,1,Y,071421_55_West_01.JPG,N,,
7/14/21,10:40,52,Semi-permanent,South,D Net,0.023,2,0.08,0.046,Count,Y,071421_52_South_01.JPG,Y,,
7/14/21,10:40,52,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,Count,Y,071421_52_West_01.JPG,Y,,
7/14/21,10:40,52,Semi-permanent,North,ZP Net ,0.058,8,Variable,0.406,Count,Y,071421_52_North_01.JPG,Y,Net half out of water for last 2 meters of tow,
7/14/21,10:40,52,Semi-permanent,North(2),D Net,0.065,2,Entire,0.130,Count,Y,071421_52_North(2)_01.JPG,Y,,
7/14/21,10:40,52,Semi-permanent,East,D Net,0.34,2,0.12,0.680,Count,Y,071421_52_East_01.JPG,Y,,
7/14/21,11:18,51,Semi-permanent,North,D Net,0.14,1,0.05,0.140,0,N,NA,Y,Pond close to drying; confirmed meta still in pond ,
7/14/21,11:18,51,Semi-permanent,East,D Net,0.14,2,0.05,0.280,0,N,NA,Y,,
7/14/21,11:18,51,Semi-permanent,West,D Net,0.14,2,0.05,0.280,9,Y,071421_51_West_01.JPG,Y,,
7/14/21,11:18,51,Semi-permanent,South,D Net,0.14,2,0.05,0.280,0,N,NA,Y,,
7/19/21,10:08,10,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,3,Y,071921_10_South_01.JPG,Y,,
7/19/21,10:08,10,Semi-permanent,South(2),ZP Net ,0.058,8,Variable,0.406,0,N,NA,Y,Net half out of water for last 2 meters of tow,
7/19/21,10:08,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,6,Y,071921_10_West_01.JPG,Y,,
7/19/21,10:08,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,10:08,10,Semi-permanent,North,ZP Net ,0.058,6,Entire,0.348,8,Y,071921_10_North_01.JPG,Y,,
7/19/21,10:36,11,Semi-permanent,South,D Net,0.037,2,0.13,0.074,0,N,NA,Y,,
7/19/21,10:36,11,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,10:36,11,Semi-permanent,North(3),ZP Net ,0.058,7,Variable,0.377,Count,Y (2),"071921_11_North(3)_01.JPG, 071921_11_North(3)_02.JPG",Y,Net half out of water for last meter of tow,
7/19/21,10:36,11,Semi-permanent,North(2),D Net,0.04,1,0.14,0.040,1,Y,071921_11_North(2)_01.JPG,Y,,
7/19/21,10:36,11,Semi-permanent,North,D Net,0.065,2,Entire,0.130,Count,Y (2),"071921_11_North_01.JPG, 071921_11_North_01.JPG",Y,,
7/19/21,11:25,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,11:25,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,1,Y,071921_8_West(2)_01.JPG,Y,,
7/19/21,11:25,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,3,Y,071921_8_West_01.JPG,Y,,
7/19/21,11:25,8,Semi-permanent,South,D Net,0.059,2,0.22,0.118,0,N,NA,Y,Lot of salamander hatchlings in this area of pond,
7/19/21,11:25,8,Semi-permanent,East(3),ZP Net ,0.058,8,Variable,0.435,0,N,NA,Y,Net half out of water for last meter of tow,
7/19/21,11:25,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,11:25,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,12:24,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,12:24,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,12:24,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,12:24,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/19/21,12:36,13,Temporary,North,D Net,0.014,1,0.05,0.014,0,N,NA,N,No FS seen during visual inspection of pond. Close to drying,
7/19/21,12:36,13,Temporary,East,D Net,0.017,1,0.06,0.017,0,N,NA,N,,
7/19/21,12:50,15,Temporary,West,D Net,0.037,1,0.13,0.037,Count,Y,071921_15_West_01.JPG,Y,,
7/19/21,12:50,15,Temporary,South,D Net,0.034,1,0.12,0.034,Count,Y,071921_15_South_01.JPG,Y,,
7/19/21,12:50,15,Temporary,East,D Net,0.037,1,0.13,0.037,Count,Y,071921_15_East_01.JPG,Y,,
7/19/21,12:50,15,Temporary,North,D Net,0.045,1,0.16,0.045,Count,Y,071921_15_North_01.JPG,Y,,
7/20/21,10:13,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,N,,
7/20/21,10:13,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,3,Y,072021_55_East_01.JPG,N,,
7/20/21,10:13,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,1,Y,072021_55_West_01.JPG,N,,
7/20/21,10:13,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,2,Y,072021_55_South_01.JPG,N,,
7/20/21,10:13,52,Semi-permanent,South,D Net,0.012,2,0.04,0.024,Count,Y,072021_52_South_01.JPG,Y,,
7/20/21,10:13,52,Semi-permanent,West,ZP Net ,0.058,8,Variable,0.377,Count,Y,072021_52_West_01.JPG,Y,Net half out of water for last 3 meters of tow,
7/20/21,10:13,52,Semi-permanent,North,ZP Net ,0.058,8,Variable,0.377,Count,Y (2),"072021_52_North_01.JPG, 072021_52_North_02.JPG",Y,Net half out of water for last 3 meters of tow,
7/20/21,10:13,52,Semi-permanent,North(2),D Net,0.065,2,Entire,0.130,Count,Y,072021_52_North(2)_01.JPG,Y,,
7/20/21,10:13,52,Semi-permanent,East,D Net,0.065,2,Entire,0.130,Count,Y,072021_52_East_01.JPG,Y,,
7/20/21,12:05,51,Semi-permanent,North,D Net,0.012,1,0.04,0.012,2,Y,072021_51_North_01.JPG,N,,
7/20/21,12:05,51,Semi-permanent,South,D Net,0.009,1,0.03,0.009,0,N,NA,N,,
7/29/21,8:40,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,9,Y,072921_55_North_01.JPG,Y,Pottle; Meta in pond! Lots of copepods in sample,
7/29/21,8:40,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,1,Y,072921_55_West_01.JPG,Y,,
7/29/21,8:40,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,8:40,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,9:23,52,Semi-permanent,South,D Net,0.009,2,0.03,0.018,0,N,NA,Y,,
7/29/21,9:23,52,Semi-permanent,West,ZP Net ,0.058,8,Variable,0.387,Count,Y,072921_52_West_01.JPG,Y,Top 7cm of net out of water for 7m of tow,
7/29/21,9:23,52,Semi-permanent,North,ZP Net ,0.058,8,Variable,0.406,Count,Y,072921_52_North_01.JPG,Y,Net half out of water for last 2 meters of tow,
7/29/21,9:23,52,Semi-permanent,North(2),D Net,0.065,2,Entire,0.130,Count,Y (2),"072921_52_North(2)_01.JPG, 072921_52_North(2)_02.JPG",Y,Wrong pond number on whiteboard in photos ,
7/29/21,9:23,52,Semi-permanent,East,D Net,0.065,2,Entire,0.130,Count,Y,072921_52_East_01.JPG,Y,,
7/29/21,10:32,51,Semi-permanent,North,D Net,0.02,1,0.07,0.020,0,N,NA,N,Recent rains have increased water level,
7/29/21,10:32,51,Semi-permanent,South,D Net,0.017,1,0.06,0.017,0,N,NA,N,,
7/29/21,10:52,10,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,10:52,10,Semi-permanent,South(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,10:52,10,Semi-permanent,West,ZP Net ,0.058,6,Entire,0.348,1,Y,072921_10_West_01.JPG,Y,,
7/29/21,10:52,10,Semi-permanent,East,ZP Net ,0.058,8,Variable,0.435,1,Y,072921_10_East_01.JPG,Y,Net half out of water for last meter of tow,
7/29/21,10:52,10,Semi-permanent,North,ZP Net ,0.058,6,Entire,0.348,1,Y,072921_10_North_01.JPG,Y,,
7/29/21,11:13,11,Semi-permanent,South,D Net,0.037,2,0.13,0.074,0,N,NA,Y,,
7/29/21,11:13,11,Semi-permanent,East,ZP Net ,0.058,6,Variable,0.319,5,Y,072921_11_East_01.JPG,Y,Net half out of water for last meter of tow; pottle,
7/29/21,11:13,11,Semi-permanent,North(3),ZP Net ,0.058,8,Variable,0.435,2,Y,072921_11_North(3)_01.JPG,Y,Net half out of water for last meter of tow,
7/29/21,11:13,11,Semi-permanent,North(2),D Net,0.042,1,0.15,0.042,1,Y,072921_11_North(2)_01.JPG,Y,,
7/29/21,11:13,11,Semi-permanent,North,D Net,0.065,2,Entire,0.130,3,Y,072921_11_North_01.JPG,Y,,
7/29/21,11:56,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,11:56,8,Semi-permanent,West(2),ZP Net ,0.058,8,Variable,0.435,0,N,NA,Y,Net half out of water for last meter of tow,
7/29/21,11:56,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,11:56,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,11:56,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,11:56,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,12:19,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,12:19,6,Semi-permanent,South,ZP Net ,0.058,5,Entire,0.290,0,N,NA,Y,,
7/29/21,12:19,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,12:19,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
7/29/21,12:31,13,Temporary,North,D Net,0.02,1,0.07,0.020,0,N,NA,N,,
7/29/21,12:31,13,Temporary,East,D Net,0.025,1,0.09,0.025,0,N,NA,N,,
7/29/21,12:45,15,Temporary,North,D Net,0.02,1,0.07,0.020,Count,Y,072921_15_North_01.JPG,Y,Water very low. Two metas confirmed still in pond. Lots of FS!,
7/29/21,12:45,15,Temporary,South,D Net,0.02,1,0.07,0.020,Count,Y,072921_15_South_01.JPG,Y,,
8/4/21,8:47,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,Lots of rain since last FS sampling. Pond water levels higher,
8/4/21,8:47,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,8:47,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,8:47,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,9:08,52,Semi-permanent,South,D Net,0.028,2,0.1,0.056,14,Y,080421_52_South_01.JPG,Y,,
8/4/21,9:08,52,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,Count,Y (2),080421_52_West_01.JPG,Y,,
8/4/21,9:08,52,Semi-permanent,North,ZP Net ,0.058,8,Variable,0.435,Count,Y (3),"080421_52_North_01.JPG, 080421_52_North_02.JPG, 080421_52_North_03.JPG",Y,Net half out of water for last meter of tow,
8/4/21,9:08,52,Semi-permanent,North(2),D Net,0.065,2,Entire,0.130,Count,Y,080421_52_North(2)_01.JPG,Y,,
8/4/21,9:08,52,Semi-permanent,East,D Net,0.065,2,Entire,0.130,Count,Y,080421_52_East_01.JPG,Y,,
8/4/21,10:05,51,Semi-permanent,North,D Net,0.04,2,0.14,0.080,0,N,NA,N,,
8/4/21,10:05,51,Semi-permanent,South,D Net,0.04,2,0.14,0.080,0,N,NA,N,,
8/4/21,10:23,10,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,10:23,10,Semi-permanent,South(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,10:23,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,10:23,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,10:23,10,Semi-permanent,North,ZP Net ,0.058,4,Entire,0.232,0,N,NA,UNK,,
8/4/21,10:36,11,Semi-permanent,South,D Net,0.065,2,Entire,0.130,0,N,NA,UNK,,
8/4/21,10:36,11,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,3,Y,080421_11_East_01.JPG,UNK,,
8/4/21,10:36,11,Semi-permanent,North(3),ZP Net ,0.058,8,Entire,0.464,1,Y,080421_11_North(3)_01.JPG,UNK,,
8/4/21,10:36,11,Semi-permanent,North(2),D Net,0.065,1,Entire,0.065,1,Y,080421_11_North(2)_01.JPG,UNK,,
8/4/21,10:36,11,Semi-permanent,North,D Net,0.065,2,Entire,0.130,2,Y,080421_11_North_01.JPG,UNK,,
8/4/21,10:56,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
8/4/21,10:56,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
8/4/21,10:56,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
8/4/21,10:56,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
8/4/21,10:56,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
8/4/21,10:56,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,Y,,
8/4/21,11:15,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,11:15,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,11:15,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,11:15,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,UNK,,
8/4/21,11:24,13,Temporary,North,D Net,0.065,2,Entire,0.130,0,N,NA,N,26 cm water depth after being very low!,
8/4/21,11:24,13,Temporary,East,D Net,0.065,1,Entire,0.065,0,N,NA,N,,
8/4/21,11:31,15,Temporary,North,D Net,0.065,2,Entire,0.130,Count,Y,080421_15_North_01.JPG,UNK,Refilled a lot! Densities going to be lower than last sampling round due to pond surface area dramatically increasing??,
8/4/21,11:31,15,Temporary,South,D Net,0.065,2,Entire,0.130,Count,Y,080421_15_South_01.JPG,UNK,,
8/4/21,11:31,15,Temporary,West,D Net,0.065,2,Entire,0.130,Count,Y,080421_15_West_01.JPG,UNK,,
8/4/21,11:31,15,Temporary,East,D Net,0.065,2,Entire,0.130,Count,Y (3),"080421_15_East_01.JPG, 080421_15_East_02.JPG, 080421_15_East_03.JPG",UNK,,
6/16/22,11:02,8,Semi-permanent,South,ZP Net ,0.058,5,Entire,0.290,0,N,NA,NA,,
6/16/22,11:02,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:02,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:02,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:02,8,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:02,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:02,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:02,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
6/16/22,11:24,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:24,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:24,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:24,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,11:36,13,Temporary,North,D Net,0.065,2,Entire,0.130,0,N,NA,NA,,
6/16/22,11:36,13,Temporary,East,D Net,0.065,2,Entire,0.130,0,N,NA,NA,,
6/16/22,11:36,13,Temporary,South,D Net,0.065,2,Entire,0.130,0,N,NA,NA,,
6/16/22,11:43,15,Temporary,West,ZP Net ,0.058,4,Entire,0.232,0,N,NA,NA,,
6/16/22,11:43,15,Temporary,South,ZP Net ,0.058,4,Entire,0.232,0,N,NA,NA,,
6/16/22,11:43,15,Temporary,North,ZP Net ,0.058,4,Entire,0.232,0,N,NA,NA,,
6/16/22,11:43,15,Temporary,East,ZP Net ,0.058,4,Entire,0.232,0,N,NA,NA,,
6/16/22,12:34,10,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,12:34,10,Semi-permanent,South(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,12:34,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,12:34,10,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,12:34,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,12:45,11,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,12:45,11,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,2,Y,NA,NA,,
6/16/22,12:45,11,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,12:45,11,Semi-permanent,West,ZP Net ,0.058,6,Entire,0.348,1,Y,NA,NA,,
6/16/22,12:45,11,Semi-permanent,North,D Net,0.065,1,Entire,0.065,1,Y,NA,NA,,
6/16/22,12:45,11,Semi-permanent,North(2),ZP Net ,0.058,5,Entire,0.290,0,N,NA,NA,,
6/16/22,12:45,11,Semi-permanent,North(3),ZP Net ,0.058,6,Entire,0.348,0,N,NA,NA,,
6/16/22,13:25,51,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,13:25,51,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,2,Y,NA,NA,,
6/16/22,13:25,51,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,2,Y,NA,NA,,
6/16/22,13:25,51,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
6/16/22,13:46,52,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,13:46,52,Semi-permanent,North(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,13:46,52,Semi-permanent,East,ZP Net ,0.058,5,Entire,0.290,0,N,NA,NA,,
6/16/22,13:46,52,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,13:46,52,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,14:08,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,14:08,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,14:08,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/16/22,14:08,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,10:31,8,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,10:31,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,10:31,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,10:31,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,10,Y,NA,NA,,
6/21/22,10:31,8,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,10:31,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,10:31,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,2,Y,NA,NA,,
6/21/22,10:31,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,11:02,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,11:02,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,11:02,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,11:02,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,11:13,13,Temporary,North,D Net,0.065,2,Entire,0.130,Count,Y,NA,NA,,
6/21/22,11:13,13,Temporary,East,D Net,0.065,2,Entire,0.130,Count,Y,NA,NA,,
6/21/22,11:13,13,Temporary,South,D Net,0.065,2,Entire,0.130,Count,Y(2),NA,NA,,
6/21/22,11:40,15,Temporary,West,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
6/21/22,11:40,15,Temporary,South,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
6/21/22,11:40,15,Temporary,North,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
6/21/22,11:40,15,Temporary,East,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
6/21/22,12:30,10,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
6/21/22,12:30,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,12:30,10,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,2,Y,NA,NA,,
6/21/22,12:30,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,12:30,10,Semi-permanent,South(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
6/21/22,12:51,11,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,9,Y,NA,NA,,
6/21/22,12:51,11,Semi-permanent,West,ZP Net ,0.058,4,Entire,0.232,1,Y,NA,NA,,
6/21/22,12:51,11,Semi-permanent,North,D Net,0.065,2,Entire,0.130,Count,Y(2),NA,NA,,
6/21/22,12:51,11,Semi-permanent,North(2),D Net,0.065,1,Entire,0.065,4,Y,NA,NA,,
6/21/22,12:51,11,Semi-permanent,North(3),ZP Net ,0.058,8,Entire,0.464,5,Y,NA,NA,,
6/21/22,12:51,11,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,3,Y,NA,NA,,
6/21/22,12:51,11,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,3,Y,NA,NA,,
6/21/22,13:40,51,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,3,Y,NA,NA,,
6/21/22,13:40,51,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
