"","DATEOFYEAR","Year","INDIV_ID","INDIV_ID_Year","MORPH","POND","COHORT","SEX","WEIGHT","SVL","SVL_fit","SVL_fit_lwr","SVL_fit_upr","SVL_residual","SVL_residual_mean"
"422",2020-07-16,2020,"982000167212734","982000167212734_2020","Meta","6",2014,"Female",19.29,84,86.6581837554025,86.2788947750316,87.0222769899086,-2.65818375540248,-2.65291638721139
"423",2007-06-13,2007,"2500G","2500G_2007","Meta","12",2001,"Female",8.6,66,86.6581837554025,86.2788947750316,87.0222769899086,-20.6581837554025,-21.9728009684824
"424",2006-07-26,2006,"2107B","2107B_2006","Meta","12",2000,"Male",21.1,89,86.6581837554025,86.2788947750316,87.0222769899086,2.34181624459752,2.96749419051096
"425",2022-06-29,2022,"985170001704299","985170001704299_2022","Meta","1A",2016,"Female",19.14,84,86.6581837554025,86.2788947750316,87.0222769899086,-2.65818375540248,-2.65818375540248
"426",2006-07-18,2006,"3201A","3201A_2006","Meta","10",2000,"Female",25.6,89,86.6581837554025,86.2788947750316,87.0222769899086,2.34181624459752,2.80355275019671
"427",2006-07-12,2006,"3372","3372_2006","Meta","8",2000,"Male",40.5,97,86.6581837554025,86.2788947750316,87.0222769899086,10.3418162445975,11.6473441927011
"428",1994-07-21,1994,"637","637_1994","Meta","11",1988,"Male",25.5,105,86.6581837554025,86.2788947750316,87.0222769899086,18.3418162445975,12.1788332387399
"429",2005-07-18,2005,"1043A","1043A_2005","Meta","17",1999,"Female",14.7,78,86.6581837554025,86.2788947750316,87.0222769899086,-8.65818375540248,-7.22426961325645
"430",2006-07-24,2006,"9007C","9007C_2006","Meta","1A",2000,"Male",14.4,78,86.6581837554025,86.2788947750316,87.0222769899086,-8.65818375540248,-10.8168824192144
"431",2020-07-09,2020,"982000365435057","982000365435057_2020","Meta","51",2014,"Female",26.88,85,86.6581837554025,86.2788947750316,87.0222769899086,-1.65818375540248,-2.13897978217944
"432",2020-06-28,2020,"982000167212734","982000167212734_2020","Meta","6",2014,"Female",15.25,82,86.6581837554025,86.2788947750316,87.0222769899086,-4.65818375540248,-2.65291638721139
"433",2005-08-29,2005,"1013C","1013C_2005","Meta","12",1999,"Male",17.1,87,86.6581837554025,86.2788947750316,87.0222769899086,0.341816244597524,0.192033104077956
"434",2005-07-11,2005,"2004C","2004C_2005","Meta","12",1999,"Male",16.4,90,86.6581837554025,86.2788947750316,87.0222769899086,3.34181624459752,3.34181624459752
"435",2007-06-26,2007,"1770B","1770B_2007","Meta","12",2001,"Female",17.1,88,86.6581837554025,86.2788947750316,87.0222769899086,1.34181624459752,-0.852916500131675
"436",2005-07-11,2005,"1013B","1013B_2005","Meta","12",1999,"Female",13.9,82,86.6581837554025,86.2788947750316,87.0222769899086,-4.65818375540248,-2.15818375540248
"437",2021-06-21,2021,"982126054418707","982126054418707_2021","Meta","5",2015,"Male",10.64,78,86.6581837554025,86.2788947750316,87.0222769899086,-8.65818375540248,-8.32485042206914
"438",2014-07-02,2014,"982000167192763","982000167192763_2014","Meta","11",2008,"Female",11.28,77,86.6581837554025,86.2788947750316,87.0222769899086,-9.65818375540248,-8.7687807754852
"439",2004-06-16,2004,"10J","10J_2004","Meta","8",1998,"Male",20.8,93,86.6581837554025,86.2788947750316,87.0222769899086,6.34181624459752,6.32201886204878
"440",1996-07-22,1996,"3151","3151_1996","Meta","8",1990,"Female",25.5,85,86.6581837554025,86.2788947750316,87.0222769899086,-1.65818375540248,3.12690299293422
"441",2006-06-28,2006,"2500E","2500E_2006","Meta","11",2000,"Male",26.8,90,86.6581837554025,86.2788947750316,87.0222769899086,3.34181624459752,7.16914196989002
"442",2021-06-14,2021,"982000167194011","982000167194011_2021","Meta","5",2015,"Male",14.73,87,86.6581837554025,86.2788947750316,87.0222769899086,0.341816244597524,-1.3937807754852
"443",2007-06-26,2007,"3170A","3170A_2007","Meta","8",2001,"Male",23.3,90,86.6581837554025,86.2788947750316,87.0222769899086,3.34181624459752,6.52670827788141
"444",2004-07-02,2004,"24B","24B_2004","Meta","8",1998,"Male",15.9,87,86.6581837554025,86.2788947750316,87.0222769899086,0.341816244597524,-0.460178500591532
"445",2006-07-12,2006,"2500F","2500F_2006","Meta","11",2000,"Female",31.4,89,86.6581837554025,86.2788947750316,87.0222769899086,2.34181624459752,4.51764264047486
"446",1994-06-14,1994,"284","284_1994","Meta","8",1988,"Female",45.1,106,86.6581837554025,86.2788947750316,87.0222769899086,19.3418162445975,19.3479309705473
"447",2020-07-30,2020,"982000167212734","982000167212734_2020","Meta","6",2014,"Female",19.74,86,86.6581837554025,86.2788947750316,87.0222769899086,-0.658183755402476,-2.65291638721139
"448",2004-06-16,2004,"421B","421B_2004","Meta","12",1998,"Female",14.3,86,86.6581837554025,86.2788947750316,87.0222769899086,-0.658183755402476,2.79962280088837
"449",1997-07-23,1997,"3509","3509_1997","Meta","8",1991,"Female",43.5,95,86.6581837554025,86.2788947750316,87.0222769899086,8.34181624459752,5.14165059365163
"450",1994-06-15,1994,"780","780_1994","Meta","9",1988,"Female",22.3,95,86.6581837554025,86.2788947750316,87.0222769899086,8.34181624459752,9.84999808171422
"451",2015-06-26,2015,"900118000002664","900118000002664_2015","Meta","1",2009,"Female",16.1,82,86.6581837554025,86.2788947750316,87.0222769899086,-4.65818375540248,-1.93647452544637
"452",2020-07-22,2020,"982000365435045","982000365435045_2020","Meta","9",2014,"Female",18.86,84,86.6581837554025,86.2788947750316,87.0222769899086,-2.65818375540248,-2.81167948657411
"453",2004-07-02,2004,"92D","92D_2004","Meta","12",1998,"Male",17,90,86.6581837554025,86.2788947750316,87.0222769899086,3.34181624459752,2.40375601145166
"454",2006-06-20,2006,"3202A","3202A_2006","Meta","1",2000,"Male",15.1,86,86.6581837554025,86.2788947750316,87.0222769899086,-0.658183755402476,0.853768248879668
"455",2005-07-22,2005,"2012A","2012A_2005","Meta","8",1999,"Female",30.7,88,86.6581837554025,86.2788947750316,87.0222769899086,1.34181624459752,3.73692218610049
"456",2013-06-26,2013,"1492","1492_2013","Meta","8",2007,"Male",17.62,89,86.6581837554025,86.2788947750316,87.0222769899086,2.34181624459752,-0.601980680847094
"457",2007-07-16,2007,"2710","2710_2007","Meta","12",2001,"Female",12.2,78,86.6581837554025,86.2788947750316,87.0222769899086,-8.65818375540248,-13.5304306673515
"458",2007-07-11,2007,"1040B","1040B_2007","Meta","8",2001,"Male",27.4,88,86.6581837554025,86.2788947750316,87.0222769899086,1.34181624459752,3.2312192245148
"459",2010-07-20,2010,"435B36121D","435B36121D_2010","Meta","12",2004,"Male",19.4,96,86.6581837554025,86.2788947750316,87.0222769899086,9.34181624459752,10.6751495779309
"460",2007-06-18,2007,"2310C","2310C_2007","Meta","11",2001,"Male",22,89,86.6581837554025,86.2788947750316,87.0222769899086,2.34181624459752,4.91963557562969
"461",1994-07-06,1994,"608","608_1994","Meta","8",1988,"Female",36.4,86,86.6581837554025,86.2788947750316,87.0222769899086,-0.658183755402476,1.71767946671962
"462",2007-07-16,2007,"2500G","2500G_2007","Meta","12",2001,"Female",10.13,68,86.6581837554025,86.2788947750316,87.0222769899086,-18.6581837554025,-21.9728009684824
"463",2004-07-08,2004,"209D","209D_2004","Meta","1",1998,"Male",19.2,88,86.6581837554025,86.2788947750316,87.0222769899086,1.34181624459752,1.4600484601666
"464",2004-07-17,2004,"115B","115B_2004","Meta","6",1998,"Male",20.7,96,86.6581837554025,86.2788947750316,87.0222769899086,9.34181624459752,8.08657518029167
"465",2004-07-01,2004,"209D","209D_2004","Meta","16",1998,"Male",24.1,85,86.6581837554025,86.2788947750316,87.0222769899086,-1.65818375540248,1.4600484601666
"466",2005-07-05,2005,"1002A","1002A_2005","Meta","5",1999,"Female",21.2,95,86.6581837554025,86.2788947750316,87.0222769899086,8.34181624459752,1.04523428013384
"467",1997-07-17,1997,"3911","3911_1997","Meta","12",1991,"Female",10.6,77,86.6581837554025,86.2788947750316,87.0222769899086,-9.65818375540248,-9.87498916549159
"468",2006-06-28,2006,"2901C","2901C_2006","Meta","8",2000,"Male",26.8,88,86.6581837554025,86.2788947750316,87.0222769899086,1.34181624459752,5.77811517021031
"469",2006-06-28,2006,"2107B","2107B_2006","Meta","12",2000,"Male",19,87,86.6581837554025,86.2788947750316,87.0222769899086,0.341816244597524,2.96749419051096
"470",2005-07-15,2005,"8000A","8000A_2005","Meta","6",1999,"Female",25.2,97,86.6581837554025,86.2788947750316,87.0222769899086,10.3418162445975,4.84549990540654
"471",2004-06-28,2004,"129C","129C_2004","Meta","8",1998,"Male",22.1,88,86.6581837554025,86.2788947750316,87.0222769899086,1.34181624459752,2.00909982049826
"472",2004-06-16,2004,"770C","770C_2004","Meta","12",1998,"Female",22.6,90,86.6581837554025,86.2788947750316,87.0222769899086,3.34181624459752,3.84181624459752
"473",2006-06-27,2006,"3102B","3102B_2006","Meta","16",2000,"Female",20.3,76,86.6581837554025,86.2788947750316,87.0222769899086,-10.6581837554025,-7.53368590305722
"474",1997-07-02,1997,"3509","3509_1997","Meta","8",1991,"Female",32.3,94,86.6581837554025,86.2788947750316,87.0222769899086,7.34181624459752,5.14165059365163
"475",2004-06-29,2004,"770C","770C_2004","Meta","12",1998,"Female",20.4,91,86.6581837554025,86.2788947750316,87.0222769899086,4.34181624459752,3.84181624459752
"476",1994-06-17,1994,"646","646_1994","Meta","12",1988,"Female",16.3,82,86.6581837554025,86.2788947750316,87.0222769899086,-4.65818375540248,-2.5677844775877
"477",1996-07-05,1996,"7400","7400_1996","Meta","8",1989,"Female",35.9,101,87.8793777955679,87.5265310117289,88.2206423616625,13.1206222044321,13.7266295122703
"478",2005-07-11,2005,"112A","112A_2005","Meta","11",1998,"Female",16.1,89,87.8793777955679,87.5265310117289,88.2206423616625,1.12062220443208,2.79000671816096
"479",2022-06-24,2022,"982000365435090","982000365435090_2022","Meta","10",2015,"Male",12.33,83,87.8793777955679,87.5265310117289,88.2206423616625,-4.87937779556792,-3.54604446223459
"480",2008-07-16,2008,"1120A","1120A_2008","Meta","8",2001,"Male",17.92,86,87.8793777955679,87.5265310117289,88.2206423616625,-1.87937779556792,-2.08004970261336
"481",2007-06-26,2007,"2901C","2901C_2007","Meta","8",2000,"Male",33.4,96,87.8793777955679,87.5265310117289,88.2206423616625,8.12062220443208,5.77811517021031
"482",2021-07-12,2021,"985170001736603","985170001736603_2021","Meta","52",2014,"Female",10.33,76,87.8793777955679,87.5265310117289,88.2206423616625,-11.8793777955679,-7.42996571423268
"483",2008-07-30,2008,"1910B","1910B_2008","Meta","8",2001,"Female",15.94,78,87.8793777955679,87.5265310117289,88.2206423616625,-9.87937779556792,-8.38562717855283
"484",2005-07-06,2005,"500C","500C_2005","Meta","1",1998,"Female",24.8,101,87.8793777955679,87.5265310117289,88.2206423616625,13.1206222044321,0.292011032983004
"485",2006-06-28,2006,"1013C","1013C_2006","Meta","12",1999,"Male",16.3,86,87.8793777955679,87.5265310117289,88.2206423616625,-1.87937779556792,0.192033104077956
"486",2007-06-13,2007,"3102B","3102B_2007","Meta","12",2000,"Female",14.6,81,87.8793777955679,87.5265310117289,88.2206423616625,-6.87937779556792,-7.53368590305722
"487",2007-07-06,2007,"3102B","3102B_2007","Meta","12",2000,"Female",18.3,80,87.8793777955679,87.5265310117289,88.2206423616625,-7.87937779556792,-7.53368590305722
"488",2007-06-09,2007,"2101A","2101A_2007","Meta","12",2000,"Female",16.9,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,2.03137054529625
"489",2008-07-30,2008,"434E2F247F","434E2F247F_2008","Meta","6",2001,"Female",8.22,72,87.8793777955679,87.5265310117289,88.2206423616625,-15.8793777955679,-17.2464364080111
"490",2015-06-24,2015,"4356767A72","4356767A72_2015","Meta","12",2008,"Male",13.99,82,87.8793777955679,87.5265310117289,88.2206423616625,-5.87937779556792,-4.87730392096348
"491",2021-07-12,2021,"985170001765443","985170001765443_2021","Meta","11",2014,"Male",12.96,76,87.8793777955679,87.5265310117289,88.2206423616625,-11.8793777955679,-10.8793777955679
"492",2005-08-19,2005,"7020A","7020A_2005","Meta","11",1998,"Male",28.5,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,2.21231959443907
"493",2021-07-12,2021,"982000365435107","982000365435107_2021","Meta","11",2014,"Male",21.57,95,87.8793777955679,87.5265310117289,88.2206423616625,7.12062220443208,7.52028625090936
"494",2007-06-10,2007,"2500F","2500F_2007","Meta","12",2000,"Female",29.1,99,87.8793777955679,87.5265310117289,88.2206423616625,11.1206222044321,4.51764264047486
"495",2005-07-22,2005,"707","707_2005","Meta","11",1998,"Female",25.2,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,3.53788162494074
"496",2007-06-22,2007,"2901C","2901C_2007","Meta","8",2000,"Male",29.81,99,87.8793777955679,87.5265310117289,88.2206423616625,11.1206222044321,5.77811517021031
"497",2005-07-26,2005,"707","707_2005","Meta","11",1998,"Female",28.5,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,3.53788162494074
"498",2008-07-14,2008,"434E2F247F","434E2F247F_2008","Meta","6",2001,"Female",8.12,71,87.8793777955679,87.5265310117289,88.2206423616625,-16.8793777955679,-17.2464364080111
"499",2015-06-23,2015,"4356767A72","4356767A72_2015","Meta","12",2008,"Male",14.03,83,87.8793777955679,87.5265310117289,88.2206423616625,-4.87937779556792,-4.87730392096348
"500",2005-07-06,2005,"10J","10J_2005","Meta","8",1998,"Male",17.8,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,6.32201886204878
"501",2022-07-21,2022,"982000167194011","982000167194011_2022","Meta","8",2015,"Male",18.27,88,87.8793777955679,87.5265310117289,88.2206423616625,0.120622204432081,-1.3937807754852
"502",2005-07-27,2005,"129C","129C_2005","Meta","8",1998,"Male",28.6,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,2.00909982049826
"503",2006-06-28,2006,"74C","74C_2006","Meta","12",1999,"Male",10.7,81,87.8793777955679,87.5265310117289,88.2206423616625,-6.87937779556792,-6.22963619229845
"504",2006-06-28,2006,"4359453323","4359453323_2006","Meta","8",1999,"Female",13.5,68,87.8793777955679,87.5265310117289,88.2206423616625,-19.8793777955679,-17.8793777955679
"505",2005-07-29,2005,"707","707_2005","Meta","11",1998,"Female",29.4,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,3.53788162494074
"506",2008-07-16,2008,"210B","210B_2008","Meta","8",2001,"Female",23.95,95,87.8793777955679,87.5265310117289,88.2206423616625,7.12062220443208,0.847773205795311
"507",2006-07-28,2006,"7972","7972_2006","Meta","52",1999,"Male",28.8,85,87.8793777955679,87.5265310117289,88.2206423616625,-2.87937779556792,2.11581560673218
"508",2005-06-30,2005,"7020A","7020A_2005","Meta","11",1998,"Male",14.5,84,87.8793777955679,87.5265310117289,88.2206423616625,-3.87937779556792,2.21231959443907
"509",2021-06-22,2021,"982000365435045","982000365435045_2021","Meta","9",2014,"Female",15.49,83,87.8793777955679,87.5265310117289,88.2206423616625,-4.87937779556792,-2.81167948657411
"510",2021-07-12,2021,"982000167212734","982000167212734_2021","Meta","6",2014,"Female",19.32,85,87.8793777955679,87.5265310117289,88.2206423616625,-2.87937779556792,-2.65291638721139
"511",2021-07-12,2021,"982000167208635","982000167208635_2021","Meta","6",2014,"Female",12.19,74,87.8793777955679,87.5265310117289,88.2206423616625,-13.8793777955679,-13.8793777955679
"512",2007-07-23,2007,"2712","2712_2007","Meta","8",2000,"Female",46.7,102,87.8793777955679,87.5265310117289,88.2206423616625,14.1206222044321,14.1974031609815
"513",2005-07-29,2005,"421B","421B_2005","Meta","9",1998,"Female",18.1,86,87.8793777955679,87.5265310117289,88.2206423616625,-1.87937779556792,2.79962280088837
"514",2007-06-09,2007,"2500F","2500F_2007","Meta","12",2000,"Female",27.9,98,87.8793777955679,87.5265310117289,88.2206423616625,10.1206222044321,4.51764264047486
"515",1997-07-23,1997,"3170","3170_1997","Meta","9",1990,"Female",21.9,83,87.8793777955679,87.5265310117289,88.2206423616625,-4.87937779556792,-3.4274794392971
"516",1998-07-19,1998,"3774A","3774A_1998","Meta","8",1991,"Male",27,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,7.25114976833647
"517",1997-08-02,1997,"1900","1900_1997","Meta","12",1990,"Female",10.8,76,87.8793777955679,87.5265310117289,88.2206423616625,-11.8793777955679,-12.1972790956447
"518",2008-07-09,2008,"1040B","1040B_2008","Meta","8",2001,"Male",19.66,93,87.8793777955679,87.5265310117289,88.2206423616625,5.12062220443208,3.2312192245148
"519",2008-07-30,2008,"3170A","3170A_2008","Meta","8",2001,"Male",28.58,95,87.8793777955679,87.5265310117289,88.2206423616625,7.12062220443208,6.52670827788141
"520",2007-06-26,2007,"2107B","2107B_2007","Meta","12",2000,"Male",18.8,92,87.8793777955679,87.5265310117289,88.2206423616625,4.12062220443208,2.96749419051096
"521",2017-07-05,2017,"900118000003072","900118000003072_2017","Meta","1",2010,"Male",21.26,92,87.8793777955679,87.5265310117289,88.2206423616625,4.12062220443208,7.02256919388326
"522",2022-07-20,2022,"982126054418914","982126054418914_2022","Meta","1A",2015,"Female",20.04,76,87.8793777955679,87.5265310117289,88.2206423616625,-11.8793777955679,-14.0132552842717
"523",2021-07-13,2021,"982091066164610","982091066164610_2021","Meta","38",2014,"Female",12.89,77,87.8793777955679,87.5265310117289,88.2206423616625,-10.8793777955679,-11.3793777955679
"524",2005-07-27,2005,"421B","421B_2005","Meta","9",1998,"Female",19.8,87,87.8793777955679,87.5265310117289,88.2206423616625,-0.879377795567919,2.79962280088837
"525",2005-07-29,2005,"7020A","7020A_2005","Meta","11",1998,"Male",26.4,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,2.21231959443907
"526",2008-07-30,2008,"1120A","1120A_2008","Meta","8",2001,"Male",23.44,88,87.8793777955679,87.5265310117289,88.2206423616625,0.120622204432081,-2.08004970261336
"527",2008-07-30,2008,"434F63674F","434F63674F_2008","Meta","8",2001,"Male",19.4,85,87.8793777955679,87.5265310117289,88.2206423616625,-2.87937779556792,-5.31095495987994
"528",2005-07-05,2005,"112A","112A_2005","Meta","12",1998,"Female",17.1,89,87.8793777955679,87.5265310117289,88.2206423616625,1.12062220443208,2.79000671816096
"529",2022-06-24,2022,"982000167194011","982000167194011_2022","Meta","8",2015,"Male",12.59,83,87.8793777955679,87.5265310117289,88.2206423616625,-4.87937779556792,-1.3937807754852
"530",2005-07-28,2005,"500C","500C_2005","Meta","13",1998,"Female",20,89,87.8793777955679,87.5265310117289,88.2206423616625,1.12062220443208,0.292011032983004
"531",1998-07-12,1998,"3791","3791_1998","Meta","8",1991,"Male",21.1,93,87.8793777955679,87.5265310117289,88.2206423616625,5.12062220443208,6.52678022999538
"532",2006-06-07,2006,"1013C","1013C_2006","Meta","12",1999,"Male",24.7,95,87.8793777955679,87.5265310117289,88.2206423616625,7.12062220443208,0.192033104077956
"533",2007-07-09,2007,"3201A","3201A_2007","Meta","10",2000,"Female",28.82,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,2.80355275019671
"534",2007-06-26,2007,"9224","9224_2007","Meta","12",2000,"Male",16.3,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,3.73674471572833
"535",2005-08-08,2005,"7020A","7020A_2005","Meta","11",1998,"Male",28,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,2.21231959443907
"536",2022-07-25,2022,"982000365435090","982000365435090_2022","Meta","11",2015,"Male",15.89,85,87.8793777955679,87.5265310117289,88.2206423616625,-2.87937779556792,-3.54604446223459
"537",2005-08-08,2005,"724","724_2005","Meta","6",1998,"Male",12.2,84,87.8793777955679,87.5265310117289,88.2206423616625,-3.87937779556792,-3.37937779556792
"538",2007-07-06,2007,"3100B","3100B_2007","Meta","12",2000,"Male",23.1,88,87.8793777955679,87.5265310117289,88.2206423616625,0.120622204432081,0.0291463163124348
"539",2005-08-08,2005,"112A","112A_2005","Meta","11",1998,"Female",29.3,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,2.79000671816096
"540",2008-07-14,2008,"240C","240C_2008","Meta","6",2001,"Male",15.03,87,87.8793777955679,87.5265310117289,88.2206423616625,-0.879377795567919,-2.37937779556792
"541",2005-07-22,2005,"400G","400G_2005","Meta","13",1998,"Male",17.1,79,87.8793777955679,87.5265310117289,88.2206423616625,-8.87937779556792,-2.47729678516305
"542",2005-08-31,2005,"421B","421B_2005","Meta","8",1998,"Female",27.5,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,2.79962280088837
"543",2007-06-10,2007,"2101A","2101A_2007","Meta","12",2000,"Female",16.3,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,2.03137054529625
"544",2007-06-26,2007,"2400A","2400A_2007","Meta","12",2000,"Female",17.8,87,87.8793777955679,87.5265310117289,88.2206423616625,-0.879377795567919,-2.21063725429681
"545",1995-08-07,1995,"608","608_1995","Meta","9",1988,"Female",24,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,1.71767946671962
"546",2006-07-07,2006,"1013C","1013C_2006","Meta","12",1999,"Male",20.2,97,87.8793777955679,87.5265310117289,88.2206423616625,9.12062220443208,0.192033104077956
"547",2021-07-21,2021,"985170001765443","985170001765443_2021","Meta","11",2014,"Male",14.55,78,87.8793777955679,87.5265310117289,88.2206423616625,-9.87937779556792,-10.8793777955679
"548",2005-07-06,2005,"443A","443A_2005","Meta","1",1998,"Female",19.6,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,1.62062220443208
"549",2007-07-09,2007,"2500F","2500F_2007","Meta","11",2000,"Female",33.8,95,87.8793777955679,87.5265310117289,88.2206423616625,7.12062220443208,4.51764264047486
"550",2021-07-21,2021,"982000365435045","982000365435045_2021","Meta","9",2014,"Female",22.23,85,87.8793777955679,87.5265310117289,88.2206423616625,-2.87937779556792,-2.81167948657411
"551",1995-07-29,1995,"284","284_1995","Meta","12",1988,"Female",38.3,107,87.8793777955679,87.5265310117289,88.2206423616625,19.1206222044321,19.3479309705473
"552",1998-07-12,1998,"3921","3921_1998","Meta","8",1991,"Female",21.8,88,87.8793777955679,87.5265310117289,88.2206423616625,0.120622204432081,-2.13994642980759
"553",2008-07-30,2008,"2310C","2310C_2008","Meta","11",2001,"Male",31.33,94,87.8793777955679,87.5265310117289,88.2206423616625,6.12062220443208,4.91963557562969
"554",1997-07-23,1997,"2311","2311_1997","Meta","11",1990,"Female",19.2,80,87.8793777955679,87.5265310117289,88.2206423616625,-7.87937779556792,-5.58071333347946
"555",1998-07-19,1998,"3791","3791_1998","Meta","8",1991,"Male",26.5,94,87.8793777955679,87.5265310117289,88.2206423616625,6.12062220443208,6.52678022999538
"556",2005-07-06,2005,"122A","122A_2005","Meta","12",1998,"Female",19.1,89,87.8793777955679,87.5265310117289,88.2206423616625,1.12062220443208,-0.242708697032156
"557",1997-07-17,1997,"1900","1900_1997","Meta","12",1990,"Female",9.7,76,87.8793777955679,87.5265310117289,88.2206423616625,-11.8793777955679,-12.1972790956447
"558",2007-07-11,2007,"3372","3372_2007","Meta","8",2000,"Male",45.1,102,87.8793777955679,87.5265310117289,88.2206423616625,14.1206222044321,11.6473441927011
"559",2007-06-09,2007,"9224","9224_2007","Meta","12",2000,"Male",16.2,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,3.73674471572833
"560",2005-07-09,2005,"122A","122A_2005","Meta","1",1998,"Female",21.8,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,-0.242708697032156
"561",2006-07-03,2006,"1009B","1009B_2006","Meta","8",1999,"Female",13.9,80,87.8793777955679,87.5265310117289,88.2206423616625,-7.87937779556792,-6.02245185893522
"562",2021-06-28,2021,"982000167208635","982000167208635_2021","Meta","6",2014,"Female",12.57,74,87.8793777955679,87.5265310117289,88.2206423616625,-13.8793777955679,-13.8793777955679
"563",2021-06-20,2021,"982000365435057","982000365435057_2021","Meta","12",2014,"Female",17.23,85,87.8793777955679,87.5265310117289,88.2206423616625,-2.87937779556792,-2.13897978217944
"564",2021-06-24,2021,"982000365435107","982000365435107_2021","Meta","11",2014,"Male",18.52,95,87.8793777955679,87.5265310117289,88.2206423616625,7.12062220443208,7.52028625090936
"565",2005-07-05,2005,"404C","404C_2005","Meta","8",1998,"Female",14.6,89,87.8793777955679,87.5265310117289,88.2206423616625,1.12062220443208,6.78651774350518
"566",2005-08-19,2005,"724","724_2005","Meta","6",1998,"Male",13.8,85,87.8793777955679,87.5265310117289,88.2206423616625,-2.87937779556792,-3.37937779556792
"567",2008-07-14,2008,"2710","2710_2008","Meta","12",2001,"Female",10.5,79,87.8793777955679,87.5265310117289,88.2206423616625,-8.87937779556792,-13.5304306673515
"568",2005-07-15,2005,"7020A","7020A_2005","Meta","11",1998,"Male",16.7,88,87.8793777955679,87.5265310117289,88.2206423616625,0.120622204432081,2.21231959443907
"569",2008-07-25,2008,"340C","340C_2008","Meta","7",2001,"Male",20.16,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,-0.755016351322341
"570",2005-08-08,2005,"129C","129C_2005","Meta","8",1998,"Male",33.1,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,2.00909982049826
"571",2005-08-08,2005,"400G","400G_2005","Meta","13",1998,"Male",15.7,81,87.8793777955679,87.5265310117289,88.2206423616625,-6.87937779556792,-2.47729678516305
"572",2021-07-27,2021,"982000365435107","982000365435107_2021","Meta","11",2014,"Male",22.33,96,87.8793777955679,87.5265310117289,88.2206423616625,8.12062220443208,7.52028625090936
"573",2007-06-09,2007,"9241","9241_2007","Meta","12",2000,"Male",25.5,98,87.8793777955679,87.5265310117289,88.2206423616625,10.1206222044321,4.27582112432681
"574",2007-06-09,2007,"3302","3302_2007","Meta","12",2000,"Male",33.4,104,87.8793777955679,87.5265310117289,88.2206423616625,16.1206222044321,10.8267078949253
"575",2008-07-14,2008,"740C","740C_2008","Meta","5",2001,"Male",17.52,91,87.8793777955679,87.5265310117289,88.2206423616625,3.12062220443208,3.12062220443208
"576",2007-07-11,2007,"2712","2712_2007","Meta","8",2000,"Female",46.7,102,87.8793777955679,87.5265310117289,88.2206423616625,14.1206222044321,14.1974031609815
"577",2005-08-31,2005,"707","707_2005","Meta","11",1998,"Female",32.9,90,87.8793777955679,87.5265310117289,88.2206423616625,2.12062220443208,3.53788162494074
"578",2022-07-11,2022,"982000167194011","982000167194011_2022","Meta","8",2015,"Male",20.56,84,87.8793777955679,87.5265310117289,88.2206423616625,-3.87937779556792,-1.3937807754852
"579",2006-08-02,2006,"7972","7972_2006","Meta","52",1999,"Male",32.5,87,87.8793777955679,87.5265310117289,88.2206423616625,-0.879377795567919,2.11581560673218
"580",2022-07-29,2022,"982000365435090","982000365435090_2022","Meta","11",2015,"Male",15.71,85,87.8793777955679,87.5265310117289,88.2206423616625,-2.87937779556792,-3.54604446223459
"581",2005-07-05,2005,"707","707_2005","Meta","11",1998,"Female",15.6,88,87.8793777955679,87.5265310117289,88.2206423616625,0.120622204432081,3.53788162494074
"582",2005-07-15,2005,"500C","500C_2005","Meta","13",1998,"Female",15.1,87,87.8793777955679,87.5265310117289,88.2206423616625,-0.879377795567919,0.292011032983004
"583",2005-07-14,2005,"205E","205E_2005","Meta","5",1998,"Female",22,94,87.8793777955679,87.5265310117289,88.2206423616625,6.12062220443208,2.90569288910262
"584",2007-07-18,2007,"9001A","9001A_2007","Meta","10",2000,"Male",20.1,92,87.8793777955679,87.5265310117289,88.2206423616625,4.12062220443208,8.59658068265091
"585",2005-07-22,2005,"129C","129C_2005","Meta","8",1998,"Male",30.5,88,87.8793777955679,87.5265310117289,88.2206423616625,0.120622204432081,2.00909982049826
