,ID,INDIV_ID,DATEOFYEAR,SEASONDAY,RECAPTURE,Pond,MORPH,COHORT,SEX,CLIP,SVL,TOTAL,WEIGHT,CONDITION,CLOACA,GILL,COMMENT,Date_Sample_FS,FS_Density_Pond,log_FS_Density_Pond,SE_Density,lower_density,upper_density,FS_Biomass_Pond_m3,log_FS_Biomass_Pond_m3,SE_Biomass,lower_biomass,upper_biomass,Biomass_Per_FS_Pond,SE_Indiv,lower_indiv,upper_indiv,Week,Hydroperiod,FS_Biomass_Max_Pond,FS_Biomass_Mode_Pond
79,53406,982091066167403,7/7/21,24,yes,10,Meta,2008,Female,NA,90,164,20030,fat,sl sw,,"1+7, new pit tag",7/6/21,21.98275862,3.13474431,0.258767647,2.875976663,3.393511956,58.81599217,4.091273053,0.294281193,3.796991859,4.385554246,2.614607735,0.090610944,2.523996791,2.705218679,27,Semi-permanent,4.188677942,3
80,53405,24B,7/7/21,24,yes,10,Meta,1998,Male,24,97,192,24200,not fat,sw,,,7/6/21,21.98275862,3.13474431,0.258767647,2.875976663,3.393511956,58.81599217,4.091273053,0.294281193,3.796991859,4.385554246,2.614607735,0.090610944,2.523996791,2.705218679,27,Semi-permanent,4.188677942,3
81,53404,9441,7/7/21,24,yes,10,Meta,NA,Male,9441,95,177,20380,not fat,sl sw,,,7/6/21,21.98275862,3.13474431,0.258767647,2.875976663,3.393511956,58.81599217,4.091273053,0.294281193,3.796991859,4.385554246,2.614607735,0.090610944,2.523996791,2.705218679,27,Semi-permanent,4.188677942,3
82,53403,982126054418841,7/7/21,24,yes,10,Meta,NA,Male,NA,85,157,18020,sl fat,sl sw,,"lots of spots, very spotted",7/6/21,21.98275862,3.13474431,0.258767647,2.875976663,3.393511956,58.81599217,4.091273053,0.294281193,3.796991859,4.385554246,2.614607735,0.090610944,2.523996791,2.705218679,27,Semi-permanent,4.188677942,3
83,53402,627C,7/7/21,24,yes,10,Meta,NA,Female,627,101,185,27760,not fat,not sw,,short 4000 toe,7/6/21,21.98275862,3.13474431,0.258767647,2.875976663,3.393511956,58.81599217,4.091273053,0.294281193,3.796991859,4.385554246,2.614607735,0.090610944,2.523996791,2.705218679,27,Semi-permanent,4.188677942,3
84,53381,982000365435107,7/7/21,24,yes,11,Meta,2014,Male,NA,96,190,20200,fat,not sw,,"couple spots by neck, gray ghost, still has paedo coloration",7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
85,53380,71B,7/7/21,24,yes,11,Meta,1998,Male,71,98,185,24630,not fat,sl sw,,"4000+7000, short 700 toe, looks like 771 but actually 71",7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
86,53379,985170001764252,7/7/21,24,yes,11,Meta,NA,Female,NA,102,183,27180,not fat,not sw,,"lots of spots, very pretty",7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
87,53378,1370,7/7/21,24,yes,11,Meta,2001,Female,1370,92,167,20920,not fat,not sw,,"4+7, cool spots, pain to measure",7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
88,53377,982000167205273,7/7/21,24,yes,11,Meta,NA,Female,NA,100,NA,25800,not fat,not sw,,"a couple white spots on head, rounded tail tip (maybe short?)",7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
89,53376,4359596709,7/7/21,24,yes,11,Meta,2008,Female,NA,95,182,29650,sl fat,sl sw,,1+7,7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
90,53375,982091066164645,7/7/21,24,no,11,Meta,2008,Female,NA,90,163,18900,not fat,not sw,bad,"very spotty, New PIT, 1+7",7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
91,53188,9812,7/5/21,22,yes,11,Meta,NA,Female,9812,95,169,23840,not fat,sl sw,,,7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
92,53187,9975,7/5/21,22,yes,11,Meta,NA,Male,9975,101,200,31520,not fat,sw,,Bulge on right side of abdomen; LDH,7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
93,53186,985170001764252,7/5/21,22,yes,11,Meta,NA,Female,NA,100,183,26970,not fat,sl sw,,Got an attitude and a wet tail,7/6/21,40.38461538,3.722909203,0.337027886,3.385881317,4.059937088,125.9758559,4.843996958,0.326644862,4.517352096,5.17064182,3.234622887,0.233041448,3.001581439,3.467664334,27,Semi-permanent,5.434212171,2.7
94,53408,900118000003084,7/7/21,24,yes,13,Meta,2009,Male,NA,90,176,26760,sl fat,sw,,"2+7, not happy",7/6/21,1082.169913,6.987647126,0.432731921,6.554915205,7.420379047,2649.348912,7.882446575,0.447123103,7.435323472,8.329569678,2.415788507,0.066064542,2.349723965,2.48185305,27,Temporary,4.170043958,2.4
95,53166,985170001727662,7/5/21,22,yes,6,Meta,NA,Female,NA,88,153,16950,not fat,sl sw,,,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
96,53165,985170001730252,7/5/21,22,no,6,Meta,NA,Female,NA,95,180,26000,not fat,sl sw,,Star-Oddi N5968,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
97,53164,985170001795369,7/5/21,22,yes,6,Meta,NA,Male,NA,92,173,18590,not fat,sl sw,,,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
98,53163,8424,7/5/21,22,yes,6,Meta,NA,Male,8424,90,175,17070,not fat,sw,,Messed up 700 toe,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
99,53162,982000167212734,7/5/21,22,yes,6,Meta,2014,Female,NA,85,158,18280,sl fat,sl sw,,,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
100,53161,982126054418690,7/5/21,22,yes,6,Meta,2014,Female,NA,76,137,9850,thin,sl sw,,,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
101,53160,982091066167534,7/5/21,22,yes,6,Meta,NA,Immature,NA,65,116,7350,thin,not sw,,Pretty and mottled,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
102,53159,985170001706051,7/5/21,22,yes,6,Meta,NA,Female,NA,82,153,14700,thin,sl sw,,,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
103,53158,985170001703597,7/5/21,22,yes,6,Meta,NA,Female,NA,94,163,16360,,,,,7/6/21,2.155172414,1.149043142,0.352681133,0.796362009,1.501724276,4.142337246,1.637507693,0.472153531,1.165354162,2.109661224,1.547882149,0.575067671,0.972814477,2.12294982,27,Semi-permanent,2.729071414,0
104,53178,985170001717943,7/5/21,22,Yes,8,Meta,NA,Female,NA,91,156,21300,not fat,not sw,,,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
105,53177,900118000002634,7/5/21,22,yes,8,Meta,2009,Female,NA,90,160,19720,not fat,not sw,,Spots AND blotches,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
106,53176,985170001794509,7/5/21,22,no,8,Meta,NA,Female,NA,94,173,23130,not fat,sl sw,,,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
107,53175,982091066164606,7/5/21,22,no,8,Meta,NA,Male,NA,83,152,16310,not fat,sw,,Spots on tail,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
108,53174,340C,7/5/21,22,yes,8,Meta,2001,Male,340,96,178,25730,sl fat,sw,,4+7; shortish 20 toe,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
109,53173,3001B,7/5/21,22,yes,8,Meta,1999,Female,3001,99,180,28500,sl fat,sl sw,,400+700,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
110,53172,900118000002813,7/5/21,22,yes,8,Meta,2010,Female,NA,85,159,20260,not fat,not sw,,Cool spots,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
111,53171,982000167209417,7/5/21,22,yes,8,Meta,2010,Female,NA,95,168,25900,not fat,sl sw,,10 clip; really doesnt like being measured; Star-Oddi N5972,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
112,53170,210B,7/5/21,22,yes,8,Meta,2001,Female,210,97,180,36510,fat,sl sw,,4+7; what beautiful spots you have!,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
113,53169,8717,7/5/21,22,yes,8,Meta,NA,Male,8717,95,170,25620,sl fat,sw,,Rounded tailtip,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
114,53168,985170001730250,7/5/21,22,yes,8,Meta,NA,Female,NA,105,180,22790,not fat,sl sw,,,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
115,53167,435C4D7947,7/5/21,22,yes,8,Meta,NA,Male,NA,98,NA,22330,not fat,sw,,Missing 2/3 of tail; jacked up left front foot,7/6/21,8.890086207,2.291532862,0.376717695,1.914815168,2.668250557,20.72123159,3.078290196,0.490362731,2.587927465,3.568652927,1.81808936,0.316989103,1.501100257,2.135078463,27,Semi-permanent,3.470391033,2.1
116,53446,982000167209009,7/12/21,29,yes,10,Meta,2013,Male,NA,95,186,23780,not fat,sl sw,,Elliot stomach pump. Post weight: 23.68,7/13/21,15.94827586,2.83016611,0.297399526,2.532766583,3.127565636,41.11980711,3.740518108,0.272449893,3.468068215,4.012968,2.791414429,0.319880301,2.471534128,3.11129473,28,Semi-permanent,5.274025422,2.5
117,53445,982126054418841,7/12/21,29,yes,10,Meta,NA,Male,NA,86,157,19090,not fat,sw,,Elliot stomach pump. Post weight: 18.99,7/13/21,15.94827586,2.83016611,0.297399526,2.532766583,3.127565636,41.11980711,3.740518108,0.272449893,3.468068215,4.012968,2.791414429,0.319880301,2.471534128,3.11129473,28,Semi-permanent,5.274025422,2.5
118,53444,982000167212665,7/12/21,29,yes,10,Meta,2011,Female,NA,83,155,18640,not fat,sl sw,,1+10. Elliot stomach pump. Post weight: 18.79,7/13/21,15.94827586,2.83016611,0.297399526,2.532766583,3.127565636,41.11980711,3.740518108,0.272449893,3.468068215,4.012968,2.791414429,0.319880301,2.471534128,3.11129473,28,Semi-permanent,5.274025422,2.5
119,53443,24B,7/12/21,29,yes,10,Meta,1998,Male,24,94,191,23770,not fat,sw,,4000+7000. Elliot stomach pump,7/13/21,15.94827586,2.83016611,0.297399526,2.532766583,3.127565636,41.11980711,3.740518108,0.272449893,3.468068215,4.012968,2.791414429,0.319880301,2.471534128,3.11129473,28,Semi-permanent,5.274025422,2.5
120,53430,4359596709,7/12/21,29,yes,11,Meta,2008,Female,NA,95,181,31670,sl fat,sw,,1+7; yellow head,7/13/21,67.4632094,4.226296512,0.624001141,3.602295371,4.850297653,234.7887967,5.462936475,0.620615596,4.84232088,6.083552071,3.683616707,0.19341033,3.490206377,3.877027036,28,Semi-permanent,5.964621596,3.9
121,53429,1370,7/12/21,29,yes,11,Meta,2001,Female,1370,92,167,22110,not fat,not sw,,4+7. Elliot stomach pump,7/13/21,67.4632094,4.226296512,0.624001141,3.602295371,4.850297653,234.7887967,5.462936475,0.620615596,4.84232088,6.083552071,3.683616707,0.19341033,3.490206377,3.877027036,28,Semi-permanent,5.964621596,3.9
122,53428,985170001764252,7/12/21,29,yes,11,Meta,NA,Female,NA,99,181,30560,not fat,sl sw,,Elliot stomach pump. Post weight: 30.66,7/13/21,67.4632094,4.226296512,0.624001141,3.602295371,4.850297653,234.7887967,5.462936475,0.620615596,4.84232088,6.083552071,3.683616707,0.19341033,3.490206377,3.877027036,28,Semi-permanent,5.964621596,3.9
123,53427,982000365435107,7/12/21,29,yes,11,Meta,2014,Male,NA,95,188,21570,not fat,sw,,Elliot stomach pump. Post weight: 21.80,7/13/21,67.4632094,4.226296512,0.624001141,3.602295371,4.850297653,234.7887967,5.462936475,0.620615596,4.84232088,6.083552071,3.683616707,0.19341033,3.490206377,3.877027036,28,Semi-permanent,5.964621596,3.9
124,53426,985170001765443,7/12/21,29,yes,11,Meta,2014,Male,NA,76,133,12960,sl fat,sl sw,,Barely male. Elliot stomach pump. Post weight: 12.13,7/13/21,67.4632094,4.226296512,0.624001141,3.602295371,4.850297653,234.7887967,5.462936475,0.620615596,4.84232088,6.083552071,3.683616707,0.19341033,3.490206377,3.877027036,28,Semi-permanent,5.964621596,3.9
125,53425,71B,7/12/21,29,yes,11,Meta,1998,Male,71,96,185,26950,sl fat,sw,,4000+7000; Elliot stomach pump. Post weight: 25.76,7/13/21,67.4632094,4.226296512,0.624001141,3.602295371,4.850297653,234.7887967,5.462936475,0.620615596,4.84232088,6.083552071,3.683616707,0.19341033,3.490206377,3.877027036,28,Semi-permanent,5.964621596,3.9
126,53424,627C,7/12/21,29,yes,11,Meta,NA,Female,627,99,182,28190,not fat,sw,,4000 toe missing,7/13/21,67.4632094,4.226296512,0.624001141,3.602295371,4.850297653,234.7887967,5.462936475,0.620615596,4.84232088,6.083552071,3.683616707,0.19341033,3.490206377,3.877027036,28,Semi-permanent,5.964621596,3.9
127,53423,900118000002890,7/12/21,29,yes,11,Meta,2009,Female,NA,95,180,26700,not fat,sl sw,,2+7. Elliot stomach pump. Post weight: 22.70,7/13/21,67.4632094,4.226296512,0.624001141,3.602295371,4.850297653,234.7887967,5.462936475,0.620615596,4.84232088,6.083552071,3.683616707,0.19341033,3.490206377,3.877027036,28,Semi-permanent,5.964621596,3.9
128,53422,982000167201639,7/12/21,29,yes,13,Meta,2010,Female,NA,84,150,24720,sl fat,sl sw,,10 clip; injured 2 toe. Elliot stomach pump. Post weight: 23.02,7/13/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,Temporary,0,0
129,53421,900118000003084,7/12/21,29,yes,13,Meta,2009,Male,NA,91,176,29480,fat,sw,,2+7; Elliot stomach pump. Post weight: 27.26,7/13/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,Temporary,0,0
130,53420,982000167211662,7/12/21,29,yes,15,Meta,2011,Female,NA,94,177,32350,sl fat,sl sw,,1+10; yellow spot on tail tip. Elliot stomach pump. Post weight: 31.39,7/13/21,2517.323481,7.831348674,0.457548477,7.373800196,8.288897151,5297.690982,8.575215085,0.449259642,8.125955442,9.024474727,2.135943778,0.036881726,2.099062051,2.172825504,28,Temporary,4.004395032,1.9
131,53442,985170001795369,7/12/21,29,yes,6,Meta,NA,Male,NA,91,172,18450,not fat,sw,,,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
132,53441,982000167208635,7/12/21,29,yes,6,Meta,2014,Female,NA,74,130,12190,not fat,not sw,,,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
133,53440,982126054418431,7/12/21,29,yes,6,Meta,NA,Male,NA,83,155,15190,not fat,sl sw,,,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
134,53439,985170001972439,7/12/21,29,yes,6,Meta,NA,Male,NA,84,158,13280,not fat,sw,,Elliot stomach pump. Post weight: 13.01,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
135,53438,982126054418822,7/12/21,29,yes,6,Meta,NA,Male,NA,83,155,13080,not fat,sw,,Elliot stomach pump. Post weight: 13.02,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
136,53437,985170001889645,7/12/21,29,yes,6,Meta,NA,Female,NA,83,152,13840,not fat,sl sw,,Iron jaw. Elliot stomach pump. Post weight: 13.75,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
137,53436,982091066167534,7/12/21,29,yes,6,Meta,NA,Female?,NA,65,114,7170,not fat,not sw,,One eye is squinty,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
138,53435,8424,7/12/21,29,yes,6,Meta,NA,Male,8424,91,175,17230,not fat,sw,,Messed up 700 toe. Elliot stomach pump. Post weight: 17.29,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
139,53434,985170001727662,7/12/21,29,yes,6,Meta,NA,Female,NA,88,152,17900,not fat,sl sw,,Elliot stomach pump. Post weight: 17.65,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
140,53433,982000167212734,7/12/21,29,yes,6,Meta,2014,Female,NA,85,160,19320,not fat,not sw,,Elliot stomach pump. Post weight: 18.58,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
141,53432,985170001706051,7/12/21,29,yes,6,Meta,NA,Female,NA,83,153,15400,not fat,not sw,,Scar on left of neck,7/13/21,1.61637931,0.961791419,0.287260786,0.674530634,1.249052205,2.739330594,1.31890661,0.399288077,0.919618533,1.718194687,1.271049396,0.504090237,0.766959159,1.775139632,28,Semi-permanent,2.313382753,1
142,53483,900118000002813,7/13/21,30,yes,8,Meta,2010,Female,NA,88,161,20400,not fat,sl sw,,10 clip; Amanda foraging experiment; Karissa photo,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
143,53478,985170001730250,7/13/21,30,yes,8,Meta,NA,Female,NA,102,178,23410,not fat,not sw,,Twisted 200 toe. Almost arthritic. Not the worst 200 toe Ive ever seen. Karissa photo,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
144,53474,1492,7/12/21,29,yes,8,Meta,2007,Male,1492,96,191,28840,sl fat,sw,,Short X thousands; Christopher Columbus,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
145,53473,982000167212187,7/12/21,29,yes,8,Meta,2011,Male,NA,90,171,21800,not fat,sw,,1+10,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
146,53472,435C33424D,7/12/21,29,yes,8,Meta,NA,Male,NA,91,176,23300,not fat,very sw,,,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
147,53471,900118000002634,7/12/21,29,yes,8,Meta,2009,Female,NA,89,158,20630,not fat,not sw,,2+7,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
148,53470,982000167209524,7/12/21,29,yes,8,Meta,2011,Female,NA,92,174,28720,sl fat,sl sw,,1+10,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
149,53469,985170001731533,7/12/21,29,yes,8,Meta,NA,Female,NA,98,181,24790,not fat,not sw,,,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
150,53467,985170001696220,7/12/21,29,yes,8,Meta,NA,Female,NA,88,158,22790,sl fat,not sw,,,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
151,53466,985170001717943,7/12/21,29,yes,8,Meta,NA,Female,NA,92,157,22110,not fat,not sw,,Regenerating/deformed right front foot,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
152,53465,985170001695745,7/12/21,29,no,8,Meta,NA,Female,NA,92,170,21630,not fat,sl sw,,,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
153,53464,1170A,7/12/21,29,yes,8,Meta,2001,Male,1170,92,175,24750,sl fat,very sw,,4+7,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
154,53463,985170001801648,7/12/21,29,yes,8,Meta,NA,Female,NA,88,160,20760,not fat,sl sw,,,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
155,53462,985170001698534,7/12/21,29,no,8,Meta,NA,Male,NA,88,164,20330,not fat,sl sw,,,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
156,53461,4359014750,7/12/21,29,yes,8,Meta,NA,Female,NA,98,185,30380,not fat,not sw,,,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
157,53460,8717,7/12/21,29,yes,8,Meta,NA,Male,8717,95,171,25720,not fat,very sw,,,7/13/21,14.04294535,2.710909134,0.43079835,2.280110784,3.141707483,27.36550733,3.345173876,0.502509508,2.842664369,3.847683384,1.738201437,0.285245042,1.452956395,2.023446479,28,Semi-permanent,3.789269754,1.7
